date,region,phenomena,County,GRAV. 10 - PM 10_Valoare [µg/m³],GRAV. 2.5 - PM 2.5_Valoare [µg/m³],MTX - Presiunea aerului_Valoare [mbar],MTX - Temperatura aer_Valoare [°C],MTX - Umiditate relativa_Valoare [%],water_average
2014-10-24,Moldova,"['Ninsoare', 'Ploaie']",IS,17.52,16.49,1009.9,3.713333333333333,100.0,246.3333333333333
2014-10-24,Transilvania,"['Ninsoare', 'Viscol', 'Ger']",CJ,12.06,4.35,901.8,9.43,95.5,246.3333333333333
2014-10-26,Moldova,['Ninsoare'],IS,24.725,23.73,1017.55,1.096666666666666,90.0,283.5
2014-10-26,Transilvania,['Ninsoare'],CJ,20.76,22.3,919.6500000000001,3.37,86.5,283.5
2014-10-29,Moldova,"['Ninsoare', 'Ger']",IS,51.025,43.26,1013.1,3.956666666666667,97.0,313.1666666666666
2014-10-29,Transilvania,"['Fulguială', 'Ninsoare', 'Ger', 'Viscol']",CJ,62.19,48.41,911.4000000000001,5.41,85.0,313.1666666666666
2014-10-31,Transilvania,['Burnita'],CJ,45.695,32.82,917.7,6.5,92.5,359.1666666666666
2014-11-06,Banat,"['Vreme frumoasa', 'Vant']",TM,33.75,14.54,1008.2,15.71,58.0,430.1666666666666
2014-11-06,Moldova,"['Vreme de toamna blanda', 'Ceata']",IS,45.08499999999999,58.7,1009.55,10.80333333333333,96.0,430.1666666666666
2014-11-06,Transilvania,['Vreme de toamna blanda'],CJ,33.905,39.16,910.85,9.06,90.5,430.1666666666666
2014-11-08,Banat,['Ceata'],TM,57.7575,10.72,1005.2,14.73,82.0,414.8333333333334
2014-11-08,Moldova,['Ceata'],IS,33.19666666666667,31.88,1008.85,11.76333333333333,100.0,414.8333333333334
2014-11-08,Transilvania,"['Ceata', 'Burnita']",CJ,45.87,3.99,907.4000000000001,11.87,97.5,414.8333333333334
2014-11-09,Banat,"['Ceată', 'Vreme frumoasă']",TM,49.9675,15.72,1008.3,11.9,91.0,414.5
2014-11-09,Moldova,"['Ceată', 'Vreme caldă']",IS,20.85666666666667,22.28,1009.3,13.50666666666667,95.0,414.5
2014-11-09,Transilvania,['Vânt'],CJ,42.07,36.08,907.7,12.25,91.5,414.5
2014-11-11,Moldova,['Ceață'],IS,43.07666666666668,49.45,1011.85,9.0,100.0,400.6666666666666
2014-11-11,Transilvania,['Ceață'],CJ,45.33,48.96,913.45,6.71,97.5,400.6666666666666
2014-11-12,Transilvania,['Burniță'],CJ,43.52,49.86,907.45,6.64,98.0,383.8333333333334
2014-11-13,Moldova,"['Burnită', 'Ploaie']",IS,21.47,14.13,1008.95,10.47666666666667,100.0,375.1666666666666
2014-11-13,Transilvania,"['Burnită', 'Ploaie']",CJ,34.09,40.07,904.35,9.73,95.5,375.1666666666666
2014-11-14,Transilvania,['Burnită'],CJ,24.66,33.36,908.5,9.65,96.0,363.0
2014-11-17,Moldova,['Ploaie'],IS,15.68,16.66,1009.3,6.926666666666667,99.0,346.1666666666666
2014-11-19,Moldova,"['Ploaie', 'Ninsoare', 'Lapoviță']",IS,4.28,3.98,1008.75,6.293333333333333,100.0,341.3333333333334
2014-11-19,Transilvania,"['Ploaie', 'Ninsoare', 'Lapoviță']",CJ,30.1,18.13,906.35,8.73,99.0,341.3333333333334
2014-11-20,Moldova,"['Ploaie', 'Lapoviță', 'Ninsoare', 'Zapada', 'Vant']",IS,14.85,2.17,1008.95,4.340000000000001,100.0,346.0
2014-11-20,Transilvania,"['Ninsoare', 'Zapada', 'Vant']",CJ,11.965,9.25,910.3,7.35,99.5,346.0
2014-11-22,Moldova,['Ninsoare'],IS,13.99333333333333,11.23,1013.8,3.98,99.0,349.0
2014-11-22,Transilvania,['Ninsoare'],CJ,17.495,7.43,919.95,4.92,97.0,349.0
2014-11-24,Moldova,['Ninsoare'],IS,29.75666666666666,29.35,1017.2,2.843333333333333,100.0,351.3333333333334
2014-11-24,Transilvania,['Ninsoare'],CJ,36.625,23.75,923.0999999999999,3.26,99.0,351.3333333333334
2014-11-25,Moldova,['Ninsoare'],IS,28.25333333333333,23.91,1017.05,0.05333333333333331,100.0,349.6666666666666
2014-11-25,Transilvania,['Ninsoare slaba'],CJ,42.61,25.93,922.2,0.11,96.5,349.6666666666666
2014-11-26,Moldova,"['Fulgi', 'Precipitații mixte', 'Ninsoare', 'Burniță', 'Ploaie înghețată', 'Ceață']",IS,12.20666666666667,9.6,1015.1,-1.013333333333333,97.0,350.0
2014-11-26,Transilvania,"['Ninsoare', 'Fulgi']",CJ,45.78,36.99,915.85,-2.16,99.5,350.0
2014-11-27,Transilvania,"['Ninsoare', 'Ceata']",CJ,36.63,14.14,898.85,-4.87,99.5,350.1666666666666
2014-11-29,Moldova,"['Ninsoare', 'Lapoviță']",IS,28.71,30.8,1005.5,0.86,99.0,346.1666666666666
2014-11-29,Transilvania,"['Burniță', 'Polei']",CJ,23.66,11.42,911.3,0.3,99.5,346.1666666666666
2014-11-30,Moldova,"['Ninsoare', 'Lapoviță']",IS,27.01,25.73,1005.3,0.425,99.0,338.1666666666666
2014-11-30,Transilvania,"['Ninsoare', 'Viscol']",CJ,16.865,14.14,911.95,0.8,99.5,338.1666666666666
2014-12-01,Moldova,['Ninsoare'],IS,41.73333333333333,28.44,1006.1,0.5750000000000001,99.0,340.0
2014-12-01,Transilvania,"['Ninsoare', 'Vant']",CJ,18.135,3.45,890.8,-0.15,99.5,340.0
2014-12-03,Moldova,['Ninsoare'],IS,18.23,19.38,1016.45,-1.43,97.0,327.8333333333334
2014-12-03,Transilvania,"['Ninsoare', 'Ger']",CJ,25.565,9.43,914.4,3.43,96.5,327.8333333333334
2014-12-04,Moldova,"['Precipitații mixte', 'Ninsoare', 'Polei']",IS,24.23666666666666,24.64,1014.85,0.4366666666666667,100.0,323.8333333333334
2014-12-04,Transilvania,['Ninsoare'],CJ,39.075,22.12,915.4,2.26,97.5,323.8333333333334
2014-12-05,Moldova,"['Ploaie', 'Lapoviță', 'Ninsoare']",IS,28.995,29.89,1014.7,2.07,99.0,319.5
2014-12-05,Transilvania,['Ninsoare'],CJ,40.705,36.81,913.3,0.49,99.5,319.5
2014-12-06,Moldova,"['Ploaie', 'Burniță', 'Lapoviță', 'Ninsoare']",IS,26.94,26.63,1013.15,1.76,100.0,320.3333333333334
2014-12-06,Transilvania,"['Lapoviță', 'Ninsoare']",CJ,33.635,45.15,907.75,2.03,99.0,320.3333333333334
2014-12-07,Moldova,"['Ninsoare', 'Ploaie']",IS,20.435,19.75,1010.85,0.7866666666666667,100.0,325.3333333333334
2014-12-07,Transilvania,['Ceata'],CJ,40.885,44.79,907.95,3.73,99.5,325.3333333333334
2014-12-09,Moldova,"['Ninsoare', 'Ploaie', 'Precipitații mixte', 'Vant']",IS,12.95,19.39,1010.45,2.173333333333333,100.0,345.3333333333334
2014-12-09,Transilvania,"['Lapoviță', 'Ninsoare', 'Vant']",CJ,19.585,10.7,909.05,2.81,99.5,345.3333333333334
2014-12-11,Transilvania,['Ninsoare'],CJ,22.575,11.6,947.4,2.0,99.5,362.6666666666666
2014-12-14,Moldova,"['Burniță', 'Ceată']",IS,22.35666666666667,41.48,1011.85,3.19,100.0,422.8333333333334
2014-12-14,Transilvania,['Burniță'],CJ,38.8,31.19,903.6500000000001,1.54,99.5,422.8333333333334
2014-12-18,Moldova,"['Ceata', 'Ploaie']",IS,21.96666666666667,26.08,1008.55,4.25,100.0,427.8333333333334
2014-12-18,Transilvania,['Ploaie'],CJ,43.52,19.22,944.1,5.04,96.5,427.8333333333334
2014-12-19,Moldova,['Ceata'],IS,19.43,24.82,1009.0,3.69,99.0,413.0
2014-12-19,Oltenia,['Ceata'],DJ,79.36,75.41,805.8,2.58,88.0,413.0
2014-12-19,Transilvania,"['Ninsoare', 'Zăpadă']",CJ,43.425,32.09,947.1,5.04,99.5,413.0
2014-12-20,Moldova,['Ploaie'],IS,27.18333333333333,11.96,1007.8,5.013333333333334,100.0,398.5
2014-12-20,Oltenia,['Ploaie'],DJ,67.5,44.16,805.7,5.1,83.0,398.5
2014-12-20,Transilvania,"['Lapoviță', 'Ninsoare', 'Vant']",CJ,37.44,28.65,945.5,3.21,95.5,398.5
2014-12-21,Moldova,"['Ploaie', 'Lapoviță']",IS,8.71,23.0,1008.55,5.05,99.0,386.5
2014-12-21,Oltenia,"['Polei', 'Ploaie', 'Vant']",DJ,21.35,13.54,814.2,4.51,78.0,386.5
2014-12-21,Transilvania,"['Ninsoare', 'Polei', 'Viscol', 'Vant']",CJ,13.87,3.99,948.9,2.24,98.5,386.5
2014-12-22,Moldova,['Ninsoare'],IS,8.283333333333333,16.66,1008.7,6.23,90.0,377.0
2014-12-22,Transilvania,"['Ninsoare', 'Viscol']",CJ,20.67,12.51,950.9,1.78,99.0,377.0
2014-12-23,Moldova,"['Ninsoare', 'Nori']",IS,5.773333333333333,7.97,1005.75,10.97,89.0,369.8333333333334
2014-12-23,Transilvania,"['Ninsoare', 'Scădere temperatură', 'Nori']",CJ,26.2,12.87,944.5,6.55,94.5,369.8333333333334
2014-12-25,Moldova,['Ninsoare'],IS,34.83333333333334,52.53,1008.0,5.943333333333332,97.0,343.8333333333334
2014-12-25,Transilvania,"['Ninsoare', 'Lapoviță']",CJ,34.175,45.87,947.4,0.45,99.5,343.8333333333334
2014-12-26,Moldova,['Viscol'],IS,20.75666666666666,20.47,1010.4,5.04,98.0,340.8333333333334
2014-12-26,Transilvania,['Ninsoare'],CJ,23.295,12.51,945.6,2.36,93.5,340.8333333333334
2014-12-27,Moldova,"['Ninsoare', 'Viscol']",IS,15.88,18.66,1006.95,1.666666666666667,98.0,335.5
2014-12-27,Transilvania,['Ger'],CJ,14.23,7.07,940.6,-0.57,99.5,335.5
2014-12-30,Moldova,"['Ger', 'Ninsoare']",IS,19.14666666666666,8.87,1014.65,-6.39,97.0,321.1666666666666
2014-12-30,Transilvania,"['Ger', 'Ninsoare']",CJ,40.975,28.65,917.75,-9.74,90.0,321.1666666666666
2014-12-31,Transilvania,['Ger'],CJ,42.79,37.71,928.75,-11.73,90.5,320.8333333333334
2015-01-02,Transilvania,"['Viscol', 'Tornadă', 'Fulger', 'Trăsnet', 'Ninsoare', 'Ger']",CJ,41.79,39.89,924.3,-7.68,99.0,308.6666666666666
2015-01-03,Transilvania,"['Ninsoare', 'Viscol']",CJ,26.29,25.38,915.9,-4.5,99.5,310.8333333333334
2015-01-04,Transilvania,"['Ninsoare', 'Vijelie', 'Viscol']",CJ,27.015,39.16,903.0,-3.13,99.0,297.6666666666666
2015-01-05,Transilvania,"['Ger', 'Ninsoare']",CJ,34.085,27.02,908.5999999999999,-2.67,89.0,283.3333333333333
2015-01-07,Transilvania,"['Ger', 'Fulger', 'Zăpadă', 'Ninsoare']",CJ,47.505,47.14,927.25,-12.27,87.0,267.8333333333333
2015-01-08,Transilvania,['Ger'],CJ,36.9,38.08,929.7,-11.97,91.5,259.0
2015-01-09,Oltenia,"['Ploaie', 'Lapoviță']",DJ,46.97,37.16,991.6,-2.15,81.0,251.8333333333333
2015-01-09,Transilvania,"['Ninsoare', 'Viscol']",CJ,18.945,21.21,917.3,-9.87,97.0,251.8333333333333
2015-01-10,Moldova,['Ploaie'],IS,25.24333333333334,30.62,994.35,5.546666666666667,91.0,248.8333333333333
2015-01-10,Oltenia,['Viscol'],DJ,10.04,7.72,978.5,7.17,80.0,248.8333333333333
2015-01-11,Moldova,"['Ploaie', 'Lapoviță', 'Ninsoare']",IS,15.37666666666667,10.33,995.5,6.093333333333334,91.0,251.3333333333333
2015-01-11,Oltenia,"['Ploaie', 'Vant']",DJ,24.395,19.17,976.6,10.3,72.0,251.3333333333333
2015-01-11,Transilvania,"['Ninsoare', 'Vijelie', 'Viscol']",CJ,26.835,8.7,933.8,5.67,93.5,251.3333333333333
2015-01-12,Transilvania,"['Ninsoare', 'Vânt']",CJ,31.185,48.59,949.1,0.45,93.5,248.3333333333333
2015-01-13,Moldova,['Ceata'],IS,22.7575,35.69,1009.5,2.98,93.0,253.1666666666667
2015-01-13,Transilvania,['Ceata'],CJ,42.155,27.38,956.0,-1.31,99.5,253.1666666666667
2015-01-14,Moldova,"['Ceată', 'Precipitații slabe']",IS,34.4025,44.74,996.0,0.935,99.0,254.8333333333333
2015-01-14,Oltenia,['Vreme frumoasă'],DJ,74.455,61.33,987.7,2.38,81.0,254.8333333333333
2015-01-14,Transilvania,['Ninsoare'],CJ,25.925,41.16,910.75,-3.87,99.5,254.8333333333333
2015-01-15,Moldova,['Ninsoare'],IS,42.60333333333333,50.74,995.6,1.42,99.0,274.0
2015-01-15,Transilvania,['Ninsoare'],CJ,43.245,31.19,908.45,-0.34,99.5,274.0
2015-01-17,Moldova,"['Lapoviță', 'Ninsoare']",IS,22.82,28.62,999.3,2.26,100.0,325.0
2015-01-18,Moldova,"['Ceată', 'Lapoviță', 'Ninsoare', 'Ploi locale']",IS,31.52333333333333,33.15,997.5,1.68,100.0,343.8333333333334
2015-01-18,Oltenia,"['Ceată', 'Chiciură', 'Polei']",DJ,70.005,65.69,982.0,0.94,87.0,343.8333333333334
2015-01-18,Transilvania,"['Lapoviță', 'Ninsoare']",CJ,45.59999999999999,46.78,947.7,2.03,97.5,343.8333333333334
2015-01-18,Transilvania,"['Lapoviță', 'Ninsoare']",BV,84.21666666666665,49.87,953.7333333333332,0.53,75.0,343.8333333333334
2015-01-19,Moldova,['Ploaie'],IS,31.02666666666667,30.44,994.7,1.315,100.0,361.5
2015-01-19,Oltenia,['Ploaie'],DJ,87.315,85.31,977.6,5.36,85.0,361.5
2015-01-19,Transilvania,"['Ceata', 'Ploaie']",CJ,58.75,48.05,941.1,2.34,99.5,361.5
2015-01-20,Moldova,"['Ninsoare', 'Ploaie', 'Burnita']",IS,26.3875,26.63,1004.6,2.48,100.0,378.3333333333334
2015-01-20,Oltenia,"['Ninsoare', 'Ger']",DJ,69.145,63.6,979.9,6.03,88.0,378.3333333333334
2015-01-20,Transilvania,"['Ninsoare', 'Viscol']",CJ,63.735,48.77,941.8,2.73,99.5,378.3333333333334
2015-01-21,Banat,"['Ploaie', 'Burniță', 'Ninsoare']",TM,28.40333333333334,15.81,1013.7,11.34,72.0,378.3333333333334
2015-01-21,Moldova,"['Ploaie', 'Burniță', 'Ceață']",IS,27.345,29.16,1006.3,3.183333333333334,100.0,378.3333333333334
2015-01-21,Oltenia,"['Ploaie', 'Burniță']",DJ,33.615,23.89,982.5,3.71,88.0,378.3333333333334
2015-01-22,Banat,['Ploaie'],TM,40.38,13.9,1016.8,10.5,71.0,379.5
2015-01-22,Moldova,"['Burnită', 'Ploaie', 'Precipitații mixte']",IS,19.645,24.27,1008.05,4.503333333333334,100.0,379.5
2015-01-22,Oltenia,['Ploaie'],DJ,14.405,9.36,981.8,3.74,88.0,379.5
2015-01-22,Transilvania,['Burnită'],CJ,44.24,48.41,944.1,2.82,99.5,379.5
2015-01-23,Banat,"['Ploaie', 'Lapoviță', 'Ninsoare']",TM,22.47,11.63,1009.9,8.4,91.0,384.3333333333334
2015-01-23,Moldova,"['Ploaie', 'Precipitații mixte']",IS,17.6375,19.0,1005.8,6.573333333333333,100.0,384.3333333333334
2015-01-23,Oltenia,['Ploaie'],DJ,26.03,23.53,975.6,6.47,87.0,384.3333333333334
2015-01-23,Transilvania,"['Burniță', 'Ninsoare', 'Viscol']",CJ,38.26,46.6,938.9,3.37,99.5,384.3333333333334
2015-01-24,Banat,"['Ploaie', 'Ninsoare', 'Inundație']",TM,16.56333333333333,10.45,1008.3,7.38,98.0,390.8333333333334
2015-01-24,Moldova,"['Ninsoare', 'Lapoviță', 'Inundație']",IS,10.5825,18.11,1004.0,4.329999999999999,100.0,390.8333333333334
2015-01-24,Oltenia,['Inundație'],DJ,9.995,4.27,967.9,5.92,88.0,390.8333333333334
2015-01-24,Transilvania,['Ninsoare'],CJ,40.98,10.7,933.5,4.86,96.0,390.8333333333334
2015-01-25,Banat,['Precipitații mixte'],TM,13.23333333333333,3.54,1014.9,3.5,98.0,401.8333333333334
2015-01-25,Moldova,"['Ploaie', 'Lapoviță', 'Ninsoare']",IS,7.915,9.06,1004.2,2.323333333333333,100.0,401.8333333333334
2015-01-25,Oltenia,['Ploaie'],DJ,11.765,11.36,977.8,2.56,88.0,401.8333333333334
2015-01-25,Transilvania,"['Ninsoare', 'Lapoviță']",CJ,17.95,14.87,939.5,3.67,99.5,401.8333333333334
2015-01-26,Banat,['Precipitații slabe'],TM,20.35,11.54,1022.7,2.71,98.0,408.1666666666666
2015-01-26,Moldova,"['Ninsoare', 'Lapoviță']",IS,20.285,27.0,1008.5,2.303333333333333,100.0,408.1666666666666
2015-01-26,Oltenia,"['Ploaie', 'Lapoviță']",DJ,24.44,16.9,981.8,3.4,88.0,408.1666666666666
2015-01-26,Transilvania,['Ninsoare'],CJ,28.29,17.59,947.8,2.29,99.5,408.1666666666666
2015-01-27,Moldova,['Precipitații slabe'],IS,33.34,38.4,1005.6,2.923333333333334,99.0,422.5
2015-01-27,Oltenia,"['Precipitații slabe', 'Ninsoare']",DJ,20.31,15.9,977.1,3.88,87.0,422.5
2015-01-27,Transilvania,['Precipitații slabe'],CJ,38.71,22.66,944.1,1.06,99.5,422.5
2015-01-28,Banat,['Precipitații izolate'],TM,35.33,9.99,1019.2,2.2,97.0,441.0
2015-01-28,Moldova,['Lapoviță'],IS,34.9625,35.14,1002.95,2.47,100.0,441.0
2015-01-28,Oltenia,"['Lapoviță', 'Ploaie']",DJ,18.215,15.54,974.8,3.58,87.0,441.0
2015-01-28,Transilvania,['Ninsoare'],CJ,31.275,13.6,941.5,0.43,99.5,441.0
2015-01-29,Banat,['Soare'],TM,29.7,15.44,1008.8,3.18,81.0,458.1666666666666
2015-01-29,Moldova,"['Ceata', 'Ninsoare']",IS,20.4825,19.75,995.95,3.446666666666667,100.0,458.1666666666666
2015-01-29,Oltenia,['Ceata'],DJ,29.575,17.63,970.1,4.2,82.0,458.1666666666666
2015-01-29,Transilvania,['Ninsoare'],CJ,41.34,14.87,930.1,0.9,99.0,458.1666666666666
2015-01-30,Banat,['Vant'],TM,13.66,8.9,988.2,8.62,60.0,473.5
2015-01-30,Moldova,"['Ploaie', 'Lapoviță', 'Ninsoare', 'Viscol']",IS,14.385,12.86,981.5999999999999,6.666666666666667,89.5,473.5
2015-01-30,Oltenia,['Ploaie'],DJ,22.215,20.35,957.1,5.59,83.0,473.5
2015-01-30,Transilvania,"['Ninsoare', 'Viscol']",CJ,27.2,18.13,910.1,3.47,91.0,473.5
2015-01-31,Banat,['Ninsoare'],TM,28.61,7.18,992.9,4.65,76.0,479.8333333333334
2015-01-31,Oltenia,['Ploaie'],DJ,21.26,15.81,954.0,9.66,62.0,479.8333333333334
2015-01-31,Transilvania,['Ninsoare'],CJ,18.045,13.78,907.4,3.33,82.0,479.8333333333334
2015-02-01,Banat,"['Ploaie', 'Ninsoare']",TM,25.53,8.27,997.9,0.8,88.0,479.3333333333334
2015-02-01,Moldova,"['Ninsoare', 'Ploaie']",IS,29.165,27.54,985.45,3.493333333333334,78.5,479.3333333333334
2015-02-01,Oltenia,['Ploaie'],DJ,11.04,8.54,957.4,4.56,83.0,479.3333333333334
2015-02-01,Transilvania,"['Ninsoare', 'Vant']",CJ,32.275,24.48,916.3,-1.5,94.5,479.3333333333334
2015-02-02,Moldova,"['Ploaie', 'Lapoviță']",IS,22.87,19.75,988.3,3.553333333333333,91.0,476.8333333333334
2015-02-02,Oltenia,['Ploaie'],DJ,24.075,16.35,963.4,4.28,83.0,476.8333333333334
2015-02-02,Transilvania,"['Ninsoare', 'Lapoviță']",CJ,20.76,14.51,920.2,0.68,99.5,476.8333333333334
2015-02-03,Moldova,['Ninsoare'],IS,52.57,59.05,994.05,2.663333333333334,83.5,472.6666666666666
2015-02-03,Oltenia,['Lapoviță'],DJ,23.35,13.45,970.9,4.09,74.0,472.6666666666666
2015-02-03,Transilvania,"['Ninsoare', 'Lapoviță']",CJ,32.185,23.39,932.1,-0.76,92.5,472.6666666666666
2015-02-04,Oltenia,['Ploaie'],DJ,36.07,25.62,974.7,2.88,78.0,472.3333333333334
2015-02-04,Transilvania,['Ninsoare'],CJ,42.7,28.47,937.4,-2.1,94.5,472.3333333333334
2015-02-05,Moldova,['Ploaie'],IS,29.0375,26.99,995.6,3.04,89.5,475.3333333333334
2015-02-05,Oltenia,['Ploaie'],DJ,35.615,33.07,978.1,3.81,83.0,475.3333333333334
2015-02-05,Transilvania,['Ninsoare'],CJ,40.705,31.73,943.3,0.87,99.5,475.3333333333334
2015-02-06,Banat,"['Ninsoare', 'Ploaie', 'Lapoviță', 'Vant', 'Viscol']",TM,18.26,8.27,1018.2,5.17,82.0,475.1666666666666
2015-02-06,Moldova,"['Ninsoare', 'Ploaie', 'Lapoviță', 'Vant']",IS,13.8125,15.39,1000.5,1.535,84.5,475.1666666666666
2015-02-06,Oltenia,"['Ninsoare', 'Ploaie', 'Lapoviță', 'Vant', 'Viscol']",DJ,9.495000000000001,13.72,978.6,2.04,86.0,475.1666666666666
2015-02-06,Transilvania,"['Ninsoare', 'Vant', 'Viscol']",CJ,19.945,11.79,944.4,-0.21,99.0,475.1666666666666
2015-02-09,Banat,['Ninsoare'],TM,15.74333333333333,4.54,1023.8,-1.67,71.0,472.5
2015-02-09,Moldova,['Ninsoare'],IS,12.2175,12.39,999.4000000000001,-1.06,84.0,472.5
2015-02-09,Transilvania,['Ninsoare'],CJ,19.495,11.6,942.1,-5.3,89.0,472.5
2015-02-10,Moldova,"['Ninsoare slaba', 'Fulguieli', 'Ger']",IS,22.0975,18.84,1006.5,-2.893333333333333,77.5,470.5
2015-02-10,Oltenia,['Fulguieli trecatoare'],DJ,51.785,48.15,987.7,-2.33,75.0,470.5
2015-02-10,Transilvania,"['Ninsoare slaba', 'Vant']",CJ,35.36,14.14,948.7,-3.88,94.0,470.5
2015-02-11,Moldova,"['Ninsoare', 'Vânt']",IS,32.35666666666667,20.65,1012.95,-3.193333333333333,72.0,463.8333333333334
2015-02-11,Oltenia,['Ger'],DJ,37.89,40.34,1006.8,-3.52,74.0,463.8333333333334
2015-02-11,Transilvania,"['Ger', 'Ninsoare', 'Vânt']",CJ,40.07,35.36,956.8,-4.9,95.0,463.8333333333334
2015-02-11,Transilvania,"['Ger', 'Ninsoare', 'Vânt']",BV,54.81,28.16,958.775,-6.985,56.0,463.8333333333334
2015-02-13,Moldova,['Ger'],IS,64.11999999999999,77.54,1013.7,1.4,78.0,451.8333333333334
2015-02-13,Transilvania,['Ger'],CJ,54.395,49.5,959.1,-4.5,90.5,451.8333333333334
2015-02-14,Moldova,['Ger'],IS,57.8,62.5,1010.45,2.303333333333333,81.5,437.3333333333334
2015-02-14,Oltenia,['Ger'],DJ,37.205,28.16,1028.0,0.88,73.0,437.3333333333334
2015-02-15,Moldova,"['Ceata', 'Precipitații slabe', 'Racire', 'Burnita']",IS,19.28,17.75,1010.25,1.156666666666667,94.0,428.8333333333334
2015-02-15,Oltenia,"['Precipitații slabe', 'Vant']",DJ,13.265,7.72,1002.0,0.16,87.0,428.8333333333334
2015-02-15,Transilvania,"['Ceata', 'Vant']",CJ,44.785,42.43,949.2,-1.14,93.0,428.8333333333334
2015-02-16,Moldova,['Ceață'],IS,30.98,14.13,1016.7,-0.1433333333333333,80.0,424.5
2015-02-16,Oltenia,['Vant'],DJ,26.03,14.26,1005.6,1.08,86.0,424.5
2015-02-16,Transilvania,['Ninsoare'],CJ,23.57,38.98,955.8,-1.43,90.5,424.5
2015-02-17,Transilvania,"['Ger', 'Ninsoare']",CJ,32.63500000000001,19.04,970.3,-4.93,69.0,408.6666666666666
2015-02-18,Transilvania,['Ger'],CJ,36.625,31.55,971.0,-3.86,59.5,398.0
2015-02-19,Moldova,"['Ninsori slabe', 'Lapoviță']",IS,55.76750000000001,51.63,1016.766666666667,1.746666666666667,72.5,391.1666666666666
2015-02-19,Oltenia,['Înnorări'],DJ,65.325,49.61,1003.7,0.82,71.0,391.1666666666666
2015-02-19,Transilvania,"['Ninsori slabe', 'Lapoviță']",CJ,45.51000000000001,33.72,962.6,-1.26,67.0,391.1666666666666
2015-02-20,Banat,['Precipitații slabe'],TM,45.90666666666667,23.62,1022.8,1.39,80.0,379.8333333333334
2015-02-20,Moldova,['Precipitații slabe'],IS,44.105,49.09,1012.6,4.626666666666666,88.5,379.8333333333334
2015-02-20,Oltenia,['Vânt moderat'],DJ,58.105,47.79,989.7,4.94,65.0,379.8333333333334
2015-02-20,Transilvania,['Precipitații mixte'],CJ,43.335,33.54,953.2,1.33,90.0,379.8333333333334
2015-02-21,Banat,['Ploaie'],TM,24.41,14.81,1012.4,6.32,60.0,372.3333333333334
2015-02-21,Moldova,"['Burnita', 'Vant']",IS,33.44,29.17,1007.333333333333,6.003333333333334,83.5,372.3333333333334
2015-02-21,Oltenia,['Ploaie'],DJ,40.7,30.44,981.9,5.24,75.0,372.3333333333334
2015-02-21,Transilvania,['Vant'],CJ,44.06,47.87,941.0,2.87,90.0,372.3333333333334
2015-02-22,Banat,"['Ploaie', 'Vânt']",TM,21.71,9.18,1009.4,9.28,65.0,368.1666666666666
2015-02-22,Moldova,['Ploaie'],IS,23.19,17.94,1005.633333333333,6.853333333333333,81.0,368.1666666666666
2015-02-22,Oltenia,['Ploaie'],DJ,34.845,19.81,977.4,5.79,80.0,368.1666666666666
2015-02-22,Transilvania,['Ploaie'],CJ,42.97,47.87,936.8,2.66,94.5,368.1666666666666
2015-02-23,Banat,['Ploaie'],TM,23.12,9.99,1009.8,10.15,76.0,354.3333333333334
2015-02-23,Moldova,['Ploaie'],IS,25.095,21.74,1003.366666666667,8.84,84.5,354.3333333333334
2015-02-23,Oltenia,['Ploaie'],DJ,36.115,24.44,979.2,8.15,87.0,354.3333333333334
2015-02-23,Transilvania,['Ploaie'],CJ,46.73,47.69,933.3,4.66,97.5,354.3333333333334
2015-02-24,Banat,"['Furtună', 'Ciclon', 'Vijelie', 'Ploaie']",TM,27.28,10.99,1005.9,12.04,67.0,345.6666666666666
2015-02-24,Moldova,['Ploaie'],IS,15.695,14.13,1001.866666666667,8.003333333333332,97.0,345.6666666666666
2015-02-24,Transilvania,"['Furtună', 'Ciclon', 'Vijelie']",CJ,38.53,36.08,930.8,5.84,92.5,345.6666666666666
2015-02-25,Banat,['Ploaie'],TM,26.58666666666667,13.35,1054.1,8.94,93.0,341.3333333333334
2015-02-25,Moldova,['Ploaie'],IS,10.07666666666667,13.22,1004.933333333333,7.373333333333334,97.5,341.3333333333334
2015-02-25,Transilvania,"['Ninsoare', 'Lapoviță']",CJ,31.28,28.83,933.2,7.54,98.5,341.3333333333334
2015-02-26,Banat,['Ploaie'],TM,18.56,9.9,1057.95,7.38,98.0,335.5
2015-02-26,Moldova,['Ploaie'],IS,16.0425,15.76,1008.066666666667,7.77,97.5,335.5
2015-02-26,Transilvania,['Ploaie'],CJ,23.115,11.6,940.7,7.31,99.0,335.5
2015-02-27,Banat,['Ploaie'],TM,21.89333333333333,3.36,1055.6,8.44,86.0,330.8333333333334
2015-02-27,Moldova,['Ploaie'],IS,21.5675,23.0,1008.133333333333,7.366666666666667,96.0,330.8333333333334
2015-02-27,Transilvania,['Ploaie'],CJ,26.56,9.61,940.8,7.4,97.0,330.8333333333334
2015-02-28,Banat,['Ploaie'],TM,16.65333333333333,10.18,1056.6,8.47,91.0,334.8333333333334
2015-02-28,Moldova,['Ploaie'],IS,31.6225,24.64,1008.766666666667,5.833333333333333,95.5,334.8333333333334
2015-02-28,Transilvania,['Vant'],CJ,30.465,14.51,941.1,7.81,95.0,334.8333333333334
2015-03-01,Transilvania,['Ninsoare'],CJ,14.325,2.18,941.8,7.09,99.0,337.5
