Luna/Zi,County,42i - NO2_Valoare [µg/m³],43i - SO2_Valoare [µg/m³],48i - CO_Valoare [mg/m³],GRAV. 10 - PM 10_Valoare [µg/m³],GRAV. 2.5 - PM 2.5_Valoare [µg/m³],MTX - Presiunea aerului_Valoare [mbar],MTX - Temperatura aer_Valoare [°C],MTX - Umiditate relativa_Valoare [%],article_date,region,phenomena
2009-02-19,B,29.33375,13.97166666666667,0.6733333333333333,34.42857142857143,,998.8799999999999,0.252,86.2,2009-02-19,Muntenia,"['Ninsori', 'Lapoviță', 'Ninsoare', 'Ninsori', 'Ploaie', 'Vânt', 'Fulguieli', 'Inundație', 'Vânt puternic', 'Ploaie', 'Lapoviță', 'Ploaie', 'Polei', 'Ger', 'Ninsori', 'Ceață', 'Inundație']"
2009-02-20,B,30.10375,11.84333333333333,0.4766666666666667,19.28571428571428,,1002.76,1.24,80.2,2009-02-20,Muntenia,"['Ninsori', 'Lapoviță', 'Intensificări de vânt', 'Ninsoare', 'Vânt']"
2009-02-21,B,27.33499999999999,11.385,0.6266666666666666,31.57142857142857,,1009.96,0.156,87.6,2009-02-21,Muntenia,"['Ninsori', 'Fulger', 'Ninsoare']"
2009-02-22,B,21.8375,8.565,0.61,29.28571428571428,,1010.0,-1.51,89.4,2009-02-22,Muntenia,"['Ninsoare', 'Ninsori', 'Fulguieli', 'Ceata']"
2009-02-23,B,19.60375,12.41666666666667,0.62,33.71428571428572,,1005.1,-0.6759999999999999,84.8,2009-02-23,Muntenia,"['Fulger', 'Ceață']"
2009-02-24,B,36.84499999999999,8.941666666666666,0.7833333333333333,48.42857142857143,,1007.6,-0.834,78.4,2009-02-24,Muntenia,"['Fulgi', 'Ceată', 'Depuneri de chiciură']"
2009-02-25,B,36.65875,8.258333333333333,0.8166666666666668,56.85714285714285,,1013.96,-0.466,82.0,2009-02-25,Muntenia,"['Ceață', 'Ger']"
2009-02-26,B,35.12,26.59166666666667,0.7066666666666667,65.14285714285714,,1008.96,0.182,81.6,2009-02-26,Muntenia,['Ninsoare']
2009-02-27,B,39.63,18.995,0.84,74.0,,1000.32,1.302,81.6,2009-02-27,Muntenia,"['Lapoviță', 'Caniculă']"
2009-02-28,B,38.83875,14.53,0.6966666666666668,50.0,,1002.04,3.802,75.6,2009-02-28,Muntenia,"['Lapoviță', 'Ninsoare', 'Ploaie']"
2009-01-03,B,35.91875,18.07333333333333,0.7166666666666668,59.0,,1005.56,4.194,71.4,2009-01-03,Muntenia,"['Lapoviță', 'Ploaie', 'Ploi', 'Ploi']"
2009-02-03,B,37.06,9.821666666666665,0.7666666666666666,37.4,,1007.22,2.166,56.6,2009-02-03,Muntenia,"['Ploaie', 'Precipitații mixte']"
2009-03-03,B,52.33624999999999,10.84833333333333,0.91,60.6,,1006.26,4.141999999999999,63.8,2009-03-03,Muntenia,"['Ploaie', 'Ceață']"
2009-04-03,B,48.05750000000001,20.38666666666667,0.6,69.83333333333333,,1003.4,5.718,82.6,2009-04-03,Muntenia,"['Ploaie', 'Ploaie', 'Ploaie', 'Negură']"
2009-05-03,B,35.49142857142857,14.09833333333333,0.49,27.125,,990.8799999999999,6.618,87.8,2009-05-03,Muntenia,"['Ploaie', 'Ploaie', 'Răcire', 'Inundație', 'Vânt puternic']"
2009-06-03,B,32.8425,10.01666666666667,0.5399999999999999,40.0,,982.64,7.931999999999999,86.4,2009-06-03,Muntenia,"['Ploi', 'Ploaie', 'Ninsoare']"
2009-07-03,B,29.81,8.22,0.61,42.0,,981.8399999999999,9.658,85.6,2009-07-03,Muntenia,"['Ploaie', 'Ploaie']"
2009-08-03,B,18.31,12.71,0.77,14.375,,988.26,6.258,88.0,2009-08-03,Muntenia,['Ploaie']
2009-09-03,B,23.27125,15.52333333333333,0.6733333333333333,27.5,,991.5600000000001,7.283999999999999,73.2,2009-09-03,Muntenia,"['Ploi', 'Ploi']"
2009-10-03,B,41.03875000000001,7.775000000000001,0.75,27.5,,996.1600000000001,4.667999999999999,89.4,2009-10-03,Muntenia,"['Ploaie', 'Lapoviță', 'Ploaie']"
2009-11-03,B,39.02625,11.58666666666667,0.7733333333333334,39.0,,1003.54,4.409999999999999,83.2,2009-11-03,Muntenia,"['Ploaie', 'Lapoviță', 'Ninsoare', 'Ploi slabe']"
2009-12-03,B,45.39124999999999,15.165,0.7600000000000001,53.125,,1003.3,6.002000000000001,70.6,2009-12-03,Muntenia,"['Ploaie', 'Ninsoare', 'Lapoviță']"
2009-03-13,B,37.0825,9.729999999999999,0.7833333333333332,40.5,,1000.44,4.476000000000001,71.0,2009-03-13,Muntenia,"['Ploaie', 'Lapoviță', 'Ploaie', 'Lapoviță', 'Ploaie']"
2009-03-14,B,25.86125000000001,8.255,0.63,24.75,,1001.98,4.676,72.6,2009-03-14,Muntenia,"['Ploaie', 'Lapoviță']"
2009-03-15,B,28.995,6.058333333333334,0.6133333333333334,27.75,,1007.42,5.875999999999999,51.4,2009-03-15,Muntenia,"['Ploaie', 'Lapoviță']"
2009-03-16,B,34.27875,8.406666666666668,0.4566666666666666,39.0,,1009.82,6.031999999999999,58.6,2009-03-16,Muntenia,"['Ploaie', 'Ploaie']"
2009-03-17,B,26.625,9.983333333333333,0.5266666666666666,19.2,,1011.92,3.784,85.2,2009-03-17,Muntenia,"['Ploi', 'Lapoviță', 'Ninsori', 'Ninsori', 'Lapoviță', 'Ploaie', 'Lapoviță']"
2009-03-18,B,33.11999999999999,9.615,0.6766666666666667,21.83333333333333,,1001.02,3.56,89.0,2009-03-18,Muntenia,"['Ploi', 'Lapoviță', 'Ploaie']"
2009-03-19,B,33.61499999999999,6.930000000000001,0.4666666666666666,22.375,,1002.16,2.486,83.8,2009-03-19,Muntenia,"['Lapoviță', 'Lapoviță']"
2009-03-20,B,50.65375000000001,8.708,0.82,49.14285714285715,,1008.04,3.234,60.4,2009-03-20,Muntenia,"['Ninsoare', 'Lapoviță']"
2009-03-21,B,27.79571428571429,7.95,0.5466666666666667,28.75,,1008.3,4.298,52.6,2009-03-21,Muntenia,"['Ploaie', 'Ploaie']"
2009-03-22,B,21.19285714285714,10.988,0.3566666666666667,29.75,,999.8399999999999,5.333999999999999,54.6,2009-03-22,Muntenia,"['Cer variabil', 'Ploaie']"
2009-03-23,B,33.37125,11.452,0.41,39.5,,993.1200000000001,5.196,63.4,2009-03-23,Muntenia,"['Ploi', 'Ploi', 'Ploi', 'Vânt']"
2009-03-24,B,26.14625,9.572,0.5549999999999999,38.125,,986.8199999999999,9.05,52.0,2009-03-24,Muntenia,"['Ploaie', 'Ninsoare', 'Vânt', 'Ploaie', 'Ploaie']"
2009-03-25,B,31.0825,8.804,0.51,28.75,,989.0600000000001,5.584000000000001,56.6,2009-03-25,Muntenia,['Lapoviță']
2009-03-26,B,47.83624999999999,10.60333333333333,0.535,41.5,,998.4,2.692,43.0,2009-03-26,Muntenia,"['Ploaie', 'Ceață']"
2009-03-27,B,50.94375000000001,16.46,0.6533333333333333,57.125,,1001.98,5.843999999999999,34.2,2009-03-27,Muntenia,"['Ploaie', 'Ploaie']"
2009-03-28,B,50.69571428571429,17.36,0.6166666666666666,65.625,,1004.9,9.408,38.6,2009-03-28,Muntenia,"['Ploaie', 'Caniculă']"
2009-03-29,B,35.36714285714286,17.91666666666667,0.4733333333333333,44.625,,1004.26,11.288,48.4,2009-03-29,Muntenia,"['Vreme insorita', 'Ploaie']"
2009-03-30,B,39.29000000000001,11.05666666666667,0.38,62.66666666666666,,1002.14,14.05,61.8,2009-03-30,Muntenia,"['Ploaie', 'Ploaie', 'Descărcări electrice']"
2009-03-31,B,29.07250000000001,10.785,0.5233333333333333,60.6,,1006.22,15.026,79.2,2009-03-31,Muntenia,"['Ploaie', 'Ploaie', 'Fenomene electrice']"
2009-01-04,B,28.765,6.793333333333333,0.4866666666666666,42.4,,1008.22,11.766,84.8,2009-01-04,Muntenia,"['Ploaie', 'Ploaie', 'Vreme inchisa', 'Fenomene electrice']"
2009-02-04,B,40.34,3.665,0.6466666666666666,49.28571428571428,,1009.74,10.334,83.0,2009-02-04,Muntenia,"['Ploaie', 'Vânt']"
2009-05-04,B,54.375,9.19,0.84,58.0,,1005.64,14.772,44.0,2009-05-04,Muntenia,['Vreme frumoasă']
2009-06-04,B,46.40624999999999,6.95,0.6666666666666666,45.125,,1004.22,13.912,34.4,2009-06-04,Muntenia,['Averse']
2009-08-04,B,45.02999999999999,7.515,0.605,58.875,,1004.26,15.71,30.0,2009-08-04,Muntenia,"['Ploaie', 'Ploi']"
2009-09-04,B,48.19375,3.77,0.61,57.625,,1006.42,14.75,38.0,2009-09-04,Muntenia,"['Averse', 'Averse', 'Fulger']"
2009-11-04,B,22.7125,5.42,0.5800000000000001,27.75,,1007.08,10.642,53.8,2009-11-04,Muntenia,"['Vreme instabilă', 'Ploaie']"
2009-04-13,B,28.17142857142857,2.86,0.515,28.0,,1003.32,8.26,65.0,2009-04-13,Muntenia,"['Ploi', 'Fulgere', 'Ploi']"
2009-04-14,B,35.69714285714285,5.03,0.6699999999999999,29.0,,996.8,7.354000000000001,88.2,2009-04-14,Muntenia,"['Ploaie', 'Ploaie']"
2009-04-15,B,30.97,9.74,0.5,35.25,,998.6,12.976,57.0,2009-04-15,Muntenia,['Ploi']
2009-04-16,B,39.08571428571429,6.109999999999999,0.69,44.875,,1001.82,12.358,53.0,2009-04-16,Muntenia,"['Ploaie', 'Averse']"
2009-04-17,B,50.39285714285715,5.02,0.865,40.125,,1002.54,13.486,41.6,2009-04-17,Muntenia,['Caniculă']
2009-04-18,B,25.70428571428571,5.96,0.455,35.625,,1002.1,15.526,39.0,2009-04-18,Muntenia,"['Vreme insorita', 'Ploaie', 'Vânt']"
2009-04-20,B,17.66857142857143,4.34,0.47,26.875,,1010.1,14.016,79.8,2009-04-20,Muntenia,"['Ploi', 'Ger']"
2009-04-21,B,29.79285714285714,4.2,0.635,29.125,,1005.68,12.21,74.4,2009-04-21,Muntenia,"['Ploaie', 'Furtună']"
2009-04-22,B,23.49285714285714,1.83,0.7749999999999999,27.0,,1006.72,10.786,42.6,2009-04-22,Muntenia,"['Cer senin', 'Ploaie']"
2009-04-23,B,34.71428571428572,1.89,0.75,33.125,,1007.74,8.510000000000002,34.4,2009-04-23,Muntenia,"['Vreme racoroasa', 'Averse']"
2009-04-24,B,30.61666666666666,3.57,0.515,33.0,,1007.28,11.592,48.2,2009-04-24,Muntenia,"['Averse', 'Ploaie']"
2009-04-25,B,27.38833333333334,3.63,0.31,25.875,,1009.22,8.45,87.0,2009-04-25,Muntenia,"['Ploaie', 'Averse', 'Descărcări electrice', 'Vânt']"
2009-04-26,B,31.28833333333334,1.73,0.53,32.57142857142857,,1013.72,9.168000000000001,69.0,2009-04-26,Muntenia,"['Averse', 'Ploi']"
2009-04-27,B,46.89833333333334,3.93,0.77,42.8,,1011.82,12.452,46.0,2009-04-27,Muntenia,['Vânt']
2009-04-28,B,52.35666666666665,4.74,0.74,51.4,,1004.94,13.708,37.8,2009-04-28,Muntenia,['Nori']
2009-04-29,B,49.57666666666666,2.63,0.58,45.5,,998.2199999999999,14.724,39.4,2009-04-29,Muntenia,"['Averse', 'Intensificări de vânt', 'Averse']"
2009-04-30,B,39.36199999999999,5.38,0.42,41.16666666666666,,994.0,16.218,41.8,2009-04-30,Muntenia,"['Averse', 'Ploaie']"
2009-01-05,B,32.23,2.655,0.475,32.83333333333334,,995.28,14.684,68.2,2009-01-05,Muntenia,"['Averse', 'Ploi', 'Grindină']"
2009-02-05,B,20.684,1.68,0.515,28.16666666666667,,1002.64,12.258,74.8,2009-02-05,Muntenia,['Ploaie']
2009-04-05,B,42.53600000000001,4.785,0.6499999999999999,35.125,,1002.86,13.552,65.2,2009-04-05,Muntenia,"['Averse', 'Averse']"
2009-05-05,B,35.142,3.215,0.405,28.875,,1000.22,14.568,62.6,2009-05-05,Muntenia,"['Furtună', 'Inundație']"
2009-06-05,B,28.31,4.395,0.46,31.5,,1001.02,15.028,63.8,2009-06-05,Muntenia,['Averse']
2009-07-05,B,31.44666666666667,3.475,0.3799999999999999,26.875,,1001.38,12.308,75.0,2009-07-05,Muntenia,['Ploaie']
2009-08-05,B,41.69714285714286,1.3,0.5133333333333333,32.64285714285715,,1006.4,14.618,50.0,2009-08-05,Muntenia,['Caniculă']
2009-09-05,B,36.65285714285714,8.286666666666667,0.4966666666666666,36.57142857142857,,1008.08,17.786,33.8,2009-09-05,Muntenia,"['Caniculă', 'Averse']"
2009-10-05,B,36.20571428571428,14.22,0.3033333333333333,38.28571428571428,,1008.22,19.66,38.6,2009-10-05,Muntenia,"['Averse', 'Vijelie', 'Grindină', 'Vreme frumoasă și caldă']"
2009-11-05,B,33.36857142857143,16.50333333333333,0.3466666666666667,46.25,,1004.94,20.276,51.6,2009-11-05,Muntenia,['Averse']
2009-12-05,B,36.30857142857143,14.7075,0.3566666666666667,30.0,,1001.58,20.926,52.4,2009-12-05,Muntenia,"['Ploaie', 'Caniculă', 'Averse']"
2009-05-13,B,26.38428571428571,11.385,0.55,26.4,,1005.24,12.936,72.0,2009-05-13,Muntenia,"['Averse', 'Grindină', 'Caniculă']"
2009-05-14,B,29.53571428571428,8.916,0.4533333333333334,34.5,,1003.8,15.452,61.8,2009-05-14,Muntenia,"['Ploaie', 'Averse']"
2009-05-16,B,26.67285714285714,10.424,0.3833333333333334,49.25,,1001.94,21.234,68.6,2009-05-16,Muntenia,"['Ploaie de vară', 'Tunete', 'Fulgere', 'Vânt nervos', 'Căderi de grindină', 'Vijelie', 'Inundație']"
2009-05-17,B,33.11428571428571,10.176,0.4533333333333333,47.875,,1003.94,22.586,57.2,2009-05-17,Muntenia,"['Furtună', 'Grindină', 'Averse']"
2009-05-18,B,32.20142857142857,10.166,0.5366666666666667,37.75,,1006.34,22.152,46.8,2009-05-18,Muntenia,['Grindină']
2009-05-20,B,34.76857142857143,10.62,0.5866666666666667,33.0,,1007.0,19.242,56.2,2009-05-20,Muntenia,"['Furtună', 'Vijelie']"
2009-05-21,B,40.0,9.546,0.3266666666666667,41.28571428571428,,1005.68,20.82,48.8,2009-05-21,Muntenia,['Fulger']
2009-05-22,B,31.85142857142857,8.239999999999998,0.36,43.14285714285715,,1003.72,23.46,50.8,2009-05-22,Muntenia,['Caniculă']
2009-05-23,B,19.91428571428571,6.982000000000001,0.3633333333333333,31.42857142857143,,1000.76,22.168,48.2,2009-05-23,Muntenia,['Ploaie']
2009-05-25,B,28.39714285714285,7.446,0.3799999999999999,22.0,,1003.32,19.568,24.0,2009-05-25,Muntenia,"['Averse', 'Ploaie']"
2009-05-26,B,35.24142857142856,10.188,0.4333333333333333,15.0,,1004.64,19.842,34.2,2009-05-26,Muntenia,"['Vreme frumoasă', 'Caniculă']"
2009-05-27,B,37.45428571428572,7.659999999999999,0.3833333333333333,,,1006.56,20.004,31.4,2009-05-27,Muntenia,"['Averse', 'Grindină']"
2009-05-28,B,28.90285714285714,9.308000000000002,0.4066666666666667,,,1005.12,21.292,31.8,2009-05-28,Muntenia,"['Ploaie', 'Inundație']"
2009-05-29,B,20.39,15.258,0.42,,,1002.94,17.174,69.4,2009-05-29,Muntenia,"['Ploi', 'Ploaie']"
2009-05-30,B,19.51857142857143,8.047999999999998,0.3266666666666667,,,1007.26,12.276,90.8,2009-05-30,Muntenia,"['Ploaie', 'Ploi', 'Descărcări electrice']"
2009-05-31,B,17.41714285714286,12.698,0.35,,,1009.58,14.158,60.6,2009-05-31,Muntenia,"['Ploi în averse', 'Rabufniri ale vântului', 'Grindină']"
2009-01-06,B,39.75714285714285,10.572,0.4766666666666666,,,1005.56,18.9,49.0,2009-01-06,Muntenia,"['Ploaie', 'Furtună', 'Vijelie']"
2009-02-06,B,29.36142857142857,9.930000000000001,0.2866666666666667,,,996.46,18.604,72.6,2009-02-06,Muntenia,"['Ploi', 'Fenomene electrice']"
2009-03-06,B,15.56571428571428,16.126,0.3966666666666667,,,992.2199999999999,17.292,71.4,2009-03-06,Muntenia,['Averse']
2009-05-06,B,29.80285714285714,13.31,0.3800000000000001,,,999.86,19.076,51.6,2009-05-06,Muntenia,"['Încălzire', 'Ploaie', 'Ploaie']"
2009-06-06,B,36.68,10.312,0.3966666666666667,,,999.5800000000002,21.594,52.2,2009-06-06,Muntenia,"['Averse', 'Inundație', 'Averse', 'Fenomene electrice', 'Intensificări ale vântului']"
2009-07-06,B,31.73142857142857,9.738,0.3766666666666667,,,997.32,25.568,53.0,2009-07-06,Muntenia,"['Caniculă', 'Fulger']"
2009-08-06,B,42.67000000000001,5.516,0.47,,,1000.32,20.228,84.6,2009-08-06,Muntenia,"['Ploaie', 'Caniculă']"
2009-09-06,B,38.96857142857143,5.632000000000001,0.6733333333333333,,,1003.7,24.026,50.4,2009-09-06,Muntenia,['Vreme caldă']
2009-10-06,B,35.79333333333333,8.006,0.5,,,1004.38,25.392,50.8,2009-10-06,Muntenia,"['Fulger', 'Vijelie', 'Averse', 'Caniculă', 'Averse', 'Fulger', 'Vijelie', 'Grindină', 'Inundație']"
2009-11-06,B,28.385,4.732,0.305,,,1000.08,24.592,49.2,2009-11-06,Muntenia,"['Vânt puternic', 'Ploi abundente', 'Grindină', 'Vijelie']"
2009-12-06,B,17.68,7.907999999999999,0.325,,,997.74,20.852,60.4,2009-12-06,Muntenia,"['Averse', 'Descărcări electrice', 'Vânt puternic', 'Grindină', 'Grindină', 'Vijelie']"
2009-06-15,B,31.858,10.504,0.34,,,1008.94,21.66,37.0,2009-06-15,Muntenia,"['Vreme frumoasă', 'Grindină']"
2009-06-16,B,29.24,10.384,0.255,,,1004.12,25.41,34.6,2009-06-16,Muntenia,"['Indice de confort termic va atinge pragul critic', 'Averse', 'Descărcări electrice', 'Intensificări ale vântului', 'Posibil chiar vijelii', 'Grindină', 'Caniculă', 'Vijelie']"
2009-06-17,B,30.886,5.052,0.245,,,1006.78,20.224,61.4,2009-06-17,Muntenia,['Ploaie']
2009-06-18,B,26.852,6.008,0.445,,,1009.7,21.432,46.8,2009-06-18,Muntenia,"['Ploaie', 'Ploaie']"
2009-06-19,B,26.484,8.633999999999999,0.135,,,1006.74,23.776,41.6,2009-06-19,Muntenia,['Caniculă']
2009-06-20,B,17.832,7.395999999999998,0.2,,,1002.0,22.802,40.4,2009-06-20,Muntenia,"['Furtună', 'Ploaie', 'Vreme frumoasă']"
2009-06-21,B,15.296,7.645999999999999,0.32,,,998.24,22.694,53.6,2009-06-21,Muntenia,['Vreme caldă']
2009-06-22,B,23.676,8.214,0.315,,,994.86,21.4,61.6,2009-06-22,Muntenia,"['Averse', 'Fulger', 'Grindină', 'Vânt', 'Rabufniri ale vântului', 'Caniculă']"
2009-06-23,B,20.006,8.741999999999999,0.29,,,994.6600000000001,19.768,78.2,2009-06-23,Muntenia,"['Ploi', 'Vijelie', 'Grindină', 'Ploaie']"
2009-06-24,B,27.142,8.346,0.435,,,993.6800000000001,22.726,64.2,2009-06-24,Muntenia,"['Averse', 'Fulgere', 'Vijelie', 'Inundație', 'Ploaie']"
2009-06-25,B,24.422,9.193999999999999,0.35,,,993.4200000000001,21.86,70.2,2009-06-25,Muntenia,"['Ploi torențiale', 'Ruperi de nori', 'Ploi']"
2009-06-26,B,21.5,8.028,0.43,,,994.6199999999999,21.826,65.8,2009-06-26,Muntenia,"['Averse', 'Grindina', 'Ploaie']"
2009-06-27,B,16.012,9.468,0.205,,,996.46,20.258,71.8,2009-06-27,Muntenia,"['Ploaie', 'Fenomene electrice', 'Porniri ale vantului', 'Ploaie']"
2009-06-28,B,17.946,7.531999999999999,0.295,,,998.54,21.166,76.0,2009-06-28,Muntenia,"['Ploaie', 'Fulger', 'Vijelie', 'Grindină', 'Ploaie']"
2009-06-29,B,18.93,8.57,0.29,,,999.6,21.49,69.6,2009-06-29,Muntenia,"['Ploaie', 'Grindină', 'Vijelie', 'Averse', 'Grindină', 'Vijelie']"
2009-06-30,B,21.496,7.944000000000001,0.275,,,1002.02,21.152,72.2,2009-06-30,Muntenia,"['Averse', 'Descărcări electrice', 'Vânt cu aspect de vijelie', 'Grindină', 'Averse']"
2009-01-07,B,23.792,8.226,0.325,,,1004.1,22.542,66.2,2009-01-07,Muntenia,"['Ploaie', 'Ploaie', 'Furtună', 'Fulger']"
2009-02-07,B,27.752,9.108,0.28,,,1002.7,20.532,83.0,2009-02-07,Muntenia,"['Ploaie', 'Ploi']"
2009-03-07,B,27.174,6.328,0.38,,,997.14,23.678,67.0,2009-03-07,Muntenia,"['Caniculă', 'Ploaie']"
2009-04-07,B,19.162,7.284000000000001,0.39,,,994.0799999999999,22.248,67.2,2009-04-07,Muntenia,"['Fulger', 'Vânt puternic', 'Averse', 'Grindină', 'Ploaie']"
2009-05-07,B,15.056,6.766000000000001,0.475,,,993.4399999999999,23.658,61.4,2009-05-07,Muntenia,"['Ploaie', 'Fulger', 'Grindină', 'Vijelie']"
2009-06-07,B,23.866,5.772,0.395,,,994.4599999999998,24.436,60.4,2009-06-07,Muntenia,"['Averse', 'Instabilitate', 'Ploi']"
2009-07-07,B,23.072,4.934,0.375,,,996.3399999999999,24.15,68.6,2009-07-07,Muntenia,"['Averse', 'Fulger', 'Vijelie', 'Grindină']"
2009-08-07,B,16.646,6.552,0.285,,,996.72,25.352,58.2,2009-08-07,Muntenia,"['Furtună', 'Fulger', 'Vijelie', 'Inundație', 'Averse', 'Fulgere', 'Vânt', 'Grindină', 'Caniculă']"
2009-09-07,B,16.174,4.95,0.31,,,998.18,23.894,57.0,2009-09-07,Muntenia,"['Ploaie', 'Ploaie']"
2009-10-07,B,22.204,7.746,0.345,,,999.54,21.418,62.8,2009-10-07,Muntenia,"['Fulger', 'Ploaie']"
2009-11-07,B,14.155,5.81,,,,997.875,19.1225,77.5,2009-11-07,Muntenia,"['Ploi', 'Vijelie', 'Grindină', 'Averse', 'Inundație', 'Torential']"
2009-12-07,B,13.79,2.0,,,,994.6,17.44,96.33333333333333,2009-12-07,Muntenia,"['Innorari', 'Averse', 'Fulgere', 'Intensificari ale vantului', 'Cantitati mai insemnate de apa', 'Caniculă']"
2009-07-13,B,15.25333333333333,1.41,,,,999.1666666666666,20.87333333333333,73.0,2009-07-13,Muntenia,"['Ploi slabe', 'Caniculă', 'Averse', 'Fenomene electrice', 'Intensificări ale vântului', 'Caniculă']"
2009-07-14,B,29.49,2.09,0.28,,,1003.475,23.3925,68.75,2009-07-14,Muntenia,"['Caniculă', 'Caniculă']"
2009-07-15,B,25.392,1.676666666666667,0.495,,,1005.64,25.176,49.4,2009-07-15,Muntenia,"['Caniculă', 'Caniculă']"
2009-07-16,B,27.658,5.696,0.345,,,1004.68,25.54199999999999,49.0,2009-07-16,Muntenia,"['Caniculă', 'Caniculă', 'Averse', 'Vijelie', 'Grindină']"
2009-07-17,B,25.088,8.440000000000001,0.24,,,1001.22,25.936,55.4,2009-07-17,Muntenia,"['Caniculă', 'Caniculă']"
2009-07-20,B,17.65,10.268,0.56,,,1004.5,22.424,46.6,2009-07-20,Muntenia,"['Caniculă', 'Caniculă']"
2009-07-21,B,22.76,8.434000000000001,0.39,,,1006.64,23.892,39.8,2009-07-21,Muntenia,"['Innorări temporare', 'Caniculă']"
2009-07-22,B,36.8725,13.235,0.425,,,1005.96,24.742,42.4,2009-07-22,Muntenia,"['Caniculă', 'Caniculă']"
2009-07-23,B,34.405,8.540000000000001,0.4350000000000001,,,1003.64,26.076,46.6,2009-07-23,Muntenia,"['Caniculă', 'Caniculă']"
2009-07-25,B,33.1875,5.909999999999999,0.485,,,999.26,28.616,42.0,2009-07-25,Muntenia,"['Caniculă', 'Vijelie', 'Furtună', 'Grindină']"
2009-07-26,B,18.075,5.563333333333333,0.195,,,1002.34,22.784,61.8,2009-07-26,Muntenia,['Ger']
2009-07-27,B,24.6,5.543333333333334,0.5599999999999999,,,1006.18,22.042,41.6,2009-07-27,Muntenia,"['Vreme frumoasa', 'Cer variabil']"
2009-07-29,B,43.72499999999999,6.736666666666667,0.38,51.5,,1005.06,23.952,43.4,2009-07-29,Muntenia,['Averse']
2009-01-08,B,27.52,7.680000000000001,0.2,25.6,,1003.78,24.492,51.6,2009-01-08,Muntenia,['Averse']
2009-02-08,B,23.86,6.766666666666667,0.34,33.2,,1004.62,24.266,46.2,2009-02-08,Muntenia,"['Averse', 'Fulger', 'Cer variabil']"
2009-03-08,B,52.44333333333334,6.473333333333334,0.41,45.4,,1002.34,26.626,45.4,2009-03-08,Muntenia,['Caniculă']
2009-05-08,B,30.19666666666667,6.866666666666667,0.27,39.66666666666666,,1000.56,25.06,48.2,2009-05-08,Muntenia,"['Averse', 'Vijelie', 'Grindină', 'Răcorire']"
2009-07-08,B,37.6025,6.016666666666667,0.5966666666666667,30.33333333333333,,1002.2,20.468,71.8,2009-07-08,Muntenia,"['Furtună', 'Grindină']"
2009-08-08,B,30.74,6.443333333333332,0.5,22.16666666666667,,1003.72,21.35,58.0,2009-08-08,Muntenia,"['Innorări trecătoare', 'Ploi', 'Ploi']"
2009-09-08,B,29.82666666666667,6.390000000000001,0.3566666666666667,20.5,,1006.06,20.65,54.0,2009-09-08,Muntenia,"['Ploi', 'Averse', 'Averse de ploaie']"
2009-11-08,B,46.08750000000001,6.359999999999999,0.5066666666666667,33.5,,1005.28,21.208,50.4,2009-11-08,Muntenia,"['Ploaie', 'Ploaie']"
2009-08-13,B,54.46666666666667,8.346666666666666,0.3233333333333334,56.0,,1001.96,23.134,53.8,2009-08-13,Muntenia,['Ploaie']
2009-08-14,B,79.3,8.08,0.4066666666666667,61.0,,1002.04,24.334,51.6,2009-08-14,Muntenia,"['Ploaie', 'Ploaie']"
2009-08-15,B,36.23,7.283333333333332,0.2266666666666667,26.75,,1005.44,23.332,55.8,2009-08-15,Muntenia,"['Ploaie', 'Averse', 'Descărcări electrice', 'Instabilitate']"
2009-08-17,B,49.435,7.23,0.6733333333333333,42.25,,1004.44,23.56,43.2,2009-08-17,Muntenia,"['Ploi de scurta durata', 'Ploaie']"
2009-08-18,B,52.505,8.073333333333332,0.2766666666666667,45.0,,1002.82,24.868,50.6,2009-08-18,Muntenia,['Grindină']
2009-08-19,B,39.95,7.723333333333333,0.4000000000000001,35.66666666666666,,1006.92,26.07,42.6,2009-08-19,Muntenia,"['Ploaie', 'Ploi']"
2009-08-20,B,32.496,6.993333333333333,0.63,30.0,,1011.1,23.76,34.2,2009-08-20,Muntenia,"['Caniculă', 'Ploaie']"
2009-08-22,B,34.454,8.113333333333333,0.2633333333333334,45.4,,1003.36,23.842,44.2,2009-08-22,Muntenia,"['Caniculă', 'Ploi']"
2009-08-24,B,24.50333333333333,10.565,0.49,30.0,,1003.975,23.01,38.75,2009-08-24,Muntenia,['Ploaie']
2009-08-25,B,32.79,9.965,0.35,41.5,,1005.325,23.2075,41.25,2009-08-25,Muntenia,"['Ploaie', 'Caniculă']"
2009-08-27,B,42.81,8.040000000000001,0.74,52.5,,1007.025,24.325,44.0,2009-08-27,Muntenia,"['Furtună', 'Fulger']"
2009-08-28,B,38.85666666666666,10.065,0.525,44.0,,1003.175,24.2825,44.5,2009-08-28,Muntenia,"['Averse', 'Ploaie']"
2009-08-29,B,44.85999999999999,8.925,0.61,45.0,,1001.0,24.93,42.25,2009-08-29,Muntenia,"['Ploaie', 'Caniculă']"
2009-08-30,B,22.04,7.455,0.37,42.0,,1002.85,24.2425,47.75,2009-08-30,Muntenia,['Averse']
2009-08-31,B,25.88,4.215,0.415,19.0,,1009.175,16.94,76.5,2009-08-31,Muntenia,"['Fulger', 'Vijelie', 'Grindină', 'Avalanșă', 'Averse']"
2009-02-09,B,38.08,17.11333333333333,0.3133333333333334,26.5,,1004.72,19.132,49.4,2009-02-09,Muntenia,"['Averse', 'Grindină', 'Fulger', 'Caniculă']"
