Luna/Zi,region,County,phenomena,GRAV. 10 - PM 10_Valoare [µg/m³],MTX - Presiunea aerului_Valoare [mbar],MTX - Temperatura aer_Valoare [°C],MTX - Umiditate relativa_Valoare [%]
2009-02-19,Muntenia,B,"['Ninsori', 'Lapoviță', 'Ninsoare', 'Ninsori', 'Ploaie', 'Vânt', 'Fulguieli', 'Inundație', 'Vânt puternic', 'Ploaie', 'Lapoviță', 'Ploaie', 'Polei', 'Ger', 'Ninsori', 'Ceață', 'Inundație']",34.42857142857143,998.88,0.252,86.2
2009-02-20,Muntenia,B,"['Ninsori', 'Lapoviță', 'Intensificări de vânt', 'Ninsoare', 'Vânt']",19.28571428571428,1002.76,1.24,80.2
2009-02-21,Muntenia,B,"['Ninsori', 'Fulger', 'Ninsoare']",31.57142857142857,1009.96,0.156,87.6
2009-02-22,Muntenia,B,"['Ninsoare', 'Ninsori', 'Fulguieli', 'Ceata']",29.28571428571428,1010.0,-1.51,89.4
2009-02-23,Muntenia,B,"['Fulger', 'Ceață']",33.71428571428572,1005.1,-0.6759999999999999,84.8
2009-02-24,Muntenia,B,"['Fulgi', 'Ceată', 'Depuneri de chiciură']",48.42857142857143,1007.6,-0.834,78.4
2009-02-25,Muntenia,B,"['Ceață', 'Ger']",56.85714285714285,1013.96,-0.466,82.0
2009-02-26,Muntenia,B,['Ninsoare'],65.14285714285714,1008.96,0.182,81.6
2009-02-27,Muntenia,B,"['Lapoviță', 'Caniculă']",74.0,1000.32,1.302,81.6
2009-02-28,Muntenia,B,"['Lapoviță', 'Ninsoare', 'Ploaie']",50.0,1002.04,3.802,75.6
2009-01-03,Muntenia,B,"['Lapoviță', 'Ploaie', 'Ploi', 'Ploi']",59.0,1005.56,4.194,71.4
2009-02-03,Muntenia,B,"['Ploaie', 'Precipitații mixte']",37.4,1007.22,2.166,56.6
2009-03-03,Muntenia,B,"['Ploaie', 'Ceață']",60.6,1006.26,4.141999999999999,63.8
2009-04-03,Muntenia,B,"['Ploaie', 'Ploaie', 'Ploaie', 'Negură']",69.83333333333333,1003.4,5.718,82.6
2009-05-03,Muntenia,B,"['Ploaie', 'Ploaie', 'Răcire', 'Inundație', 'Vânt puternic']",27.125,990.88,6.618,87.8
2009-06-03,Muntenia,B,"['Ploi', 'Ploaie', 'Ninsoare']",40.0,982.64,7.931999999999999,86.4
2009-07-03,Muntenia,B,"['Ploaie', 'Ploaie']",42.0,981.84,9.658,85.6
2009-08-03,Muntenia,B,['Ploaie'],14.375,988.26,6.258,88.0
2009-09-03,Muntenia,B,"['Ploi', 'Ploi']",27.5,991.56,7.283999999999999,73.2
2009-10-03,Muntenia,B,"['Ploaie', 'Lapoviță', 'Ploaie']",27.5,996.16,4.667999999999999,89.4
2009-11-03,Muntenia,B,"['Ploaie', 'Lapoviță', 'Ninsoare', 'Ploi slabe']",39.0,1003.54,4.409999999999999,83.2
2009-12-03,Muntenia,B,"['Ploaie', 'Ninsoare', 'Lapoviță']",53.125,1003.3,6.002000000000001,70.6
2009-03-13,Muntenia,B,"['Ploaie', 'Lapoviță', 'Ploaie', 'Lapoviță', 'Ploaie']",40.5,1000.44,4.476000000000001,71.0
2009-03-14,Muntenia,B,"['Ploaie', 'Lapoviță']",24.75,1001.98,4.676,72.6
2009-03-15,Muntenia,B,"['Ploaie', 'Lapoviță']",27.75,1007.42,5.875999999999999,51.4
2009-03-16,Muntenia,B,"['Ploaie', 'Ploaie']",39.0,1009.82,6.031999999999999,58.6
2009-03-17,Muntenia,B,"['Ploi', 'Lapoviță', 'Ninsori', 'Ninsori', 'Lapoviță', 'Ploaie', 'Lapoviță']",19.2,1011.92,3.784,85.2
2009-03-18,Muntenia,B,"['Ploi', 'Lapoviță', 'Ploaie']",21.83333333333333,1001.02,3.56,89.0
2009-03-19,Muntenia,B,"['Lapoviță', 'Lapoviță']",22.375,1002.16,2.486,83.8
2009-03-20,Muntenia,B,"['Ninsoare', 'Lapoviță']",49.14285714285715,1008.04,3.234,60.4
2009-03-21,Muntenia,B,"['Ploaie', 'Ploaie']",28.75,1008.3,4.298,52.6
2009-03-22,Muntenia,B,"['Cer variabil', 'Ploaie']",29.75,999.84,5.333999999999999,54.6
2009-03-23,Muntenia,B,"['Ploi', 'Ploi', 'Ploi', 'Vânt']",39.5,993.12,5.196,63.4
2009-03-24,Muntenia,B,"['Ploaie', 'Ninsoare', 'Vânt', 'Ploaie', 'Ploaie']",38.125,986.82,9.05,52.0
2009-03-25,Muntenia,B,['Lapoviță'],28.75,989.06,5.584000000000001,56.6
2009-03-26,Muntenia,B,"['Ploaie', 'Ceață']",41.5,998.4,2.692,43.0
2009-03-27,Muntenia,B,"['Ploaie', 'Ploaie']",57.125,1001.98,5.843999999999999,34.2
2009-03-28,Muntenia,B,"['Ploaie', 'Caniculă']",65.625,1004.9,9.408,38.6
2009-03-29,Muntenia,B,"['Vreme insorita', 'Ploaie']",44.625,1004.26,11.288,48.4
2009-03-30,Muntenia,B,"['Ploaie', 'Ploaie', 'Descărcări electrice']",62.66666666666666,1002.14,14.05,61.8
2009-03-31,Muntenia,B,"['Ploaie', 'Ploaie', 'Fenomene electrice']",60.6,1006.22,15.026,79.2
2009-01-04,Muntenia,B,"['Ploaie', 'Ploaie', 'Vreme inchisa', 'Fenomene electrice']",42.4,1008.22,11.766,84.8
2009-02-04,Muntenia,B,"['Ploaie', 'Vânt']",49.28571428571428,1009.74,10.334,83.0
2009-05-04,Muntenia,B,['Vreme frumoasă'],58.0,1005.64,14.772,44.0
2009-06-04,Muntenia,B,['Averse'],45.125,1004.22,13.912,34.4
2009-08-04,Muntenia,B,"['Ploaie', 'Ploi']",58.875,1004.26,15.71,30.0
2009-09-04,Muntenia,B,"['Averse', 'Averse', 'Fulger']",57.625,1006.42,14.75,38.0
2009-11-04,Muntenia,B,"['Vreme instabilă', 'Ploaie']",27.75,1007.08,10.642,53.8
2009-04-13,Muntenia,B,"['Ploi', 'Fulgere', 'Ploi']",28.0,1003.32,8.26,65.0
2009-04-14,Muntenia,B,"['Ploaie', 'Ploaie']",29.0,996.8,7.354000000000001,88.2
2009-04-15,Muntenia,B,['Ploi'],35.25,998.6,12.976,57.0
2009-04-16,Muntenia,B,"['Ploaie', 'Averse']",44.875,1001.82,12.358,53.0
2009-04-17,Muntenia,B,['Caniculă'],40.125,1002.54,13.486,41.6
2009-04-18,Muntenia,B,"['Vreme insorita', 'Ploaie', 'Vânt']",35.625,1002.1,15.526,39.0
2009-04-20,Muntenia,B,"['Ploi', 'Ger']",26.875,1010.1,14.016,79.8
2009-04-21,Muntenia,B,"['Ploaie', 'Furtună']",29.125,1005.68,12.21,74.4
2009-04-22,Muntenia,B,"['Cer senin', 'Ploaie']",27.0,1006.72,10.786,42.6
2009-04-23,Muntenia,B,"['Vreme racoroasa', 'Averse']",33.125,1007.74,8.510000000000002,34.4
2009-04-24,Muntenia,B,"['Averse', 'Ploaie']",33.0,1007.28,11.592,48.2
2009-04-25,Muntenia,B,"['Ploaie', 'Averse', 'Descărcări electrice', 'Vânt']",25.875,1009.22,8.45,87.0
2009-04-26,Muntenia,B,"['Averse', 'Ploi']",32.57142857142857,1013.72,9.168,69.0
2009-04-27,Muntenia,B,['Vânt'],42.8,1011.82,12.452,46.0
2009-04-28,Muntenia,B,['Nori'],51.4,1004.94,13.708,37.8
2009-04-29,Muntenia,B,"['Averse', 'Intensificări de vânt', 'Averse']",45.5,998.22,14.724,39.4
2009-04-30,Muntenia,B,"['Averse', 'Ploaie']",41.16666666666666,994.0,16.218,41.8
2009-01-05,Muntenia,B,"['Averse', 'Ploi', 'Grindină']",32.83333333333334,995.28,14.684,68.2
2009-02-05,Muntenia,B,['Ploaie'],28.16666666666667,1002.64,12.258,74.8
2009-04-05,Muntenia,B,"['Averse', 'Averse']",35.125,1002.86,13.552,65.2
2009-05-05,Muntenia,B,"['Furtună', 'Inundație']",28.875,1000.22,14.568,62.6
2009-06-05,Muntenia,B,['Averse'],31.5,1001.02,15.028,63.8
2009-07-05,Muntenia,B,['Ploaie'],26.875,1001.38,12.308,75.0
2009-08-05,Muntenia,B,['Caniculă'],32.64285714285715,1006.4,14.618,50.0
2009-09-05,Muntenia,B,"['Caniculă', 'Averse']",36.57142857142857,1008.08,17.786,33.8
2009-10-05,Muntenia,B,"['Averse', 'Vijelie', 'Grindină', 'Vreme frumoasă și caldă']",38.28571428571428,1008.22,19.66,38.6
2009-11-05,Muntenia,B,['Averse'],46.25,1004.94,20.276,51.6
2009-12-05,Muntenia,B,"['Ploaie', 'Caniculă', 'Averse']",30.0,1001.58,20.926,52.4
2009-05-13,Muntenia,B,"['Averse', 'Grindină', 'Caniculă']",26.4,1005.24,12.936,72.0
2009-05-14,Muntenia,B,"['Ploaie', 'Averse']",34.5,1003.8,15.452,61.8
2009-05-16,Muntenia,B,"['Ploaie de vară', 'Tunete', 'Fulgere', 'Vânt nervos', 'Căderi de grindină', 'Vijelie', 'Inundație']",49.25,1001.94,21.234,68.6
2009-05-17,Muntenia,B,"['Furtună', 'Grindină', 'Averse']",47.875,1003.94,22.586,57.2
2009-05-18,Muntenia,B,['Grindină'],37.75,1006.34,22.152,46.8
2009-05-20,Muntenia,B,"['Furtună', 'Vijelie']",33.0,1007.0,19.242,56.2
2009-05-21,Muntenia,B,['Fulger'],41.28571428571428,1005.68,20.82,48.8
2009-05-22,Muntenia,B,['Caniculă'],43.14285714285715,1003.72,23.46,50.8
2009-05-23,Muntenia,B,['Ploaie'],31.42857142857143,1000.76,22.168,48.2
2009-05-25,Muntenia,B,"['Averse', 'Ploaie']",22.0,1003.32,19.568,24.0
2009-05-26,Muntenia,B,"['Vreme frumoasă', 'Caniculă']",15.0,1004.64,19.842,34.2
2009-07-29,Muntenia,B,['Averse'],51.5,1005.06,23.952,43.4
2009-01-08,Muntenia,B,['Averse'],25.6,1003.78,24.492,51.6
2009-02-08,Muntenia,B,"['Averse', 'Fulger', 'Cer variabil']",33.2,1004.62,24.266,46.2
2009-03-08,Muntenia,B,['Caniculă'],45.4,1002.34,26.626,45.4
2009-05-08,Muntenia,B,"['Averse', 'Vijelie', 'Grindină', 'Răcorire']",39.66666666666666,1000.56,25.06,48.2
2009-07-08,Muntenia,B,"['Furtună', 'Grindină']",30.33333333333333,1002.2,20.468,71.8
2009-08-08,Muntenia,B,"['Innorări trecătoare', 'Ploi', 'Ploi']",22.16666666666667,1003.72,21.35,58.0
2009-09-08,Muntenia,B,"['Ploi', 'Averse', 'Averse de ploaie']",20.5,1006.06,20.65,54.0
2009-11-08,Muntenia,B,"['Ploaie', 'Ploaie']",33.5,1005.28,21.208,50.4
2009-08-13,Muntenia,B,['Ploaie'],56.0,1001.96,23.134,53.8
2009-08-14,Muntenia,B,"['Ploaie', 'Ploaie']",61.0,1002.04,24.334,51.6
2009-08-15,Muntenia,B,"['Ploaie', 'Averse', 'Descărcări electrice', 'Instabilitate']",26.75,1005.44,23.332,55.8
2009-08-17,Muntenia,B,"['Ploi de scurta durata', 'Ploaie']",42.25,1004.44,23.56,43.2
2009-08-18,Muntenia,B,['Grindină'],45.0,1002.82,24.868,50.6
2009-08-19,Muntenia,B,"['Ploaie', 'Ploi']",35.66666666666666,1006.92,26.07,42.6
2009-08-20,Muntenia,B,"['Caniculă', 'Ploaie']",30.0,1011.1,23.76,34.2
2009-08-22,Muntenia,B,"['Caniculă', 'Ploi']",45.4,1003.36,23.842,44.2
2009-08-24,Muntenia,B,['Ploaie'],30.0,1003.975,23.01,38.75
2009-08-25,Muntenia,B,"['Ploaie', 'Caniculă']",41.5,1005.325,23.2075,41.25
2009-08-27,Muntenia,B,"['Furtună', 'Fulger']",52.5,1007.025,24.325,44.0
2009-08-28,Muntenia,B,"['Averse', 'Ploaie']",44.0,1003.175,24.2825,44.5
2009-08-29,Muntenia,B,"['Ploaie', 'Caniculă']",45.0,1001.0,24.93,42.25
2009-08-30,Muntenia,B,['Averse'],42.0,1002.85,24.2425,47.75
2009-08-31,Muntenia,B,"['Fulger', 'Vijelie', 'Grindină', 'Avalanșă', 'Averse']",19.0,1009.175,16.94,76.5
2009-02-09,Muntenia,B,"['Averse', 'Grindină', 'Fulger', 'Caniculă']",26.5,1004.72,19.132,49.4
2009-03-09,Muntenia,B,"['Ploaie', 'Caniculă']",38.5,1000.88,20.668,49.4
2009-04-09,Muntenia,B,"['Caldură', 'Ploaie']",51.25,1000.08,23.158,48.4
2009-07-09,Muntenia,B,"['Ploi', 'Ploi']",13.0,1007.7,14.558,90.0
2009-08-09,Muntenia,B,"['Ploaie', 'Vânt', 'Ploaie']",25.16666666666667,1007.48,16.42,81.4
2009-09-09,Muntenia,B,"['Ploi locale', 'Caniculă']",38.83333333333334,1007.4,18.892,57.2
2009-12-09,Muntenia,B,['Ploaie'],42.0,1001.44,21.26,42.8
2009-09-13,Muntenia,B,['Ploaie'],40.75,1001.8,19.442,54.6
2009-09-14,Muntenia,B,['Nori'],41.25,1004.2,20.026,60.4
2009-09-16,Muntenia,B,"['Vreme frumoasă', 'Temperaturi ridicate', 'Ploaie']",44.4,1006.825,20.3025,52.0
2009-09-17,Muntenia,B,"['Ploaie', 'Ploaie', 'Vânt', 'Răcoros']",37.5,1002.75,19.76,55.5
2009-09-18,Muntenia,B,"['Averse', 'Intensificări de vânt', 'Grindină', 'Inundație', 'Ceata']",33.57142857142857,1002.625,19.7275,61.75
2009-09-21,Muntenia,B,['Ger'],47.0,1010.975,15.5625,49.75
2009-09-23,Muntenia,B,['Ploaie'],59.14285714285715,1012.775,17.9175,55.75
2009-09-24,Muntenia,B,['Caniculă'],58.14285714285715,1009.05,18.9175,55.0
2009-09-25,Muntenia,B,['Ploaie'],42.28571428571428,1005.875,19.21,52.5
2009-09-27,Muntenia,B,"['Nori puțini', 'Ploaie']",32.16666666666666,1015.85,16.7525,46.5
2009-09-29,Muntenia,B,"['Răcire', 'Ploaie']",42.0,1002.425,17.5975,52.0
2009-09-30,Muntenia,B,"['Ploi slabe', 'Ploaie']",36.5,1001.55,17.7075,49.75
2009-01-10,Muntenia,B,['Ploaie'],32.0,1004.7,16.546,51.8
2009-02-10,Muntenia,B,"['Ploi slabe', 'Ploaie']",49.0,999.5400000000002,18.532,59.6
2009-03-10,Muntenia,B,['Furtună'],29.0,1002.72,11.22,86.6
2009-05-10,Muntenia,B,['Vreme bună'],23.4,1006.38,15.626,69.0
2009-06-10,Muntenia,B,"['Vreme frumoasă', 'Ploaie']",51.5,1009.56,15.46,69.6
2009-07-10,Muntenia,B,"['Ploaie', 'Ploaie']",50.5,1009.22,17.018,69.0
2009-08-10,Muntenia,B,"['Ploi', 'Vreme caldă']",48.83333333333334,1006.62,18.532,73.8
2009-09-10,Muntenia,B,"['Cer senin', 'Caniculă']",71.83333333333333,1003.82,18.574,76.0
2009-10-10,Muntenia,B,['Nori'],22.66666666666667,1007.52,15.542,77.4
2009-10-14,Muntenia,B,"['Ploi trecătoare', 'Vânt', 'Ploaie', 'Lapoviță', 'Ninsoare']",10.4,996.98,6.851999999999999,67.2
2009-10-15,Muntenia,B,"['Lapoviță', 'Ploi']",24.5,1008.28,6.101999999999999,64.0
2009-10-16,Muntenia,B,"['Ploaie', 'Ninsori', 'Ploaie']",19.6,1005.66,4.94,82.6
2009-10-17,Muntenia,B,"['Caniculă', 'Ploaie']",28.8,1004.98,6.244,88.4
2009-10-18,Muntenia,B,['Ploaie'],25.2,1003.8,7.403999999999999,96.0
2009-10-19,Muntenia,B,"['Ploaie', 'Vijelie', 'Ploaie']",21.6,1003.36,7.593999999999999,85.2
2009-10-20,Muntenia,B,"['Ploi sporadice', 'Vânt activ']",16.0,1003.725,9.3025,85.25
2009-10-25,Muntenia,B,"['Burniță', 'Ploaie']",34.66666666666666,1007.25,14.9275,75.75
2009-10-26,Muntenia,B,"['Ploaie', 'Burniță', 'Ploaie slabă']",35.5,1009.525,14.4075,82.25
2009-10-27,Muntenia,B,"['Ploaie', 'Innorări', 'Ceată', 'Posibile ploi', 'Ploaie']",32.0,1005.55,12.9075,78.0
2009-10-28,Muntenia,B,"['Ploaie', 'Ploi', 'Lapoviță']",35.6,1004.475,12.285,83.25
2009-10-29,Muntenia,B,"['Lapoviță', 'Ninsoare', 'Ploaie', 'Precipitații mixte']",33.0,1006.025,8.865,70.25
2009-10-30,Muntenia,B,['Ger'],22.83333333333333,1011.425,6.375,68.5
2009-10-31,Muntenia,B,"['Lapoviță', 'Vânt', 'Ploaie']",30.33333333333333,1015.325,4.76,61.75
2009-01-11,Muntenia,B,"['Ceată', 'Ploaie', 'Lapoviță']",24.33333333333333,1014.075,3.03,50.75
2009-02-11,Muntenia,B,"['Lapoviță', 'Ploaie']",25.83333333333333,1009.0,1.9625,43.0
2009-03-11,Muntenia,B,"['Ploi', 'Vânt', 'Fulger', 'Lapoviță', 'Ploaie']",29.83333333333333,998.2,1.4775,64.25
2009-04-11,Muntenia,B,"['Ploaie', 'Intensificări ale vântului', 'Ploaie']",19.16666666666667,993.675,3.8025,76.5
2009-05-11,Muntenia,B,"['Vreme urata si ploioasa', 'Ploaie']",40.83333333333334,999.94,4.2,92.2
2009-06-11,Muntenia,B,['Ploaie'],48.0,1003.42,8.144000000000002,81.2
2009-07-11,Muntenia,B,"['Ploaie', 'Temperaturi mari', 'Ceata']",50.0,1000.1,13.168,83.2
2009-08-11,Muntenia,B,['Ploaie'],36.66666666666666,996.64,13.286,85.4
2009-12-11,Muntenia,B,"['Ploaie', 'Ploi']",16.5,996.54,6.268,81.0
2009-11-13,Muntenia,B,"['Vreme insorita', 'Ploaie']",48.4,1006.94,4.818000000000001,84.6
2009-11-15,Muntenia,B,['Ploaie'],70.8,1006.02,7.418000000000001,77.8
2009-11-16,Muntenia,B,"['Ploi', 'Ploaie']",40.2,1006.72,7.142,85.6
2009-11-17,Muntenia,B,['Ploaie'],62.5,1009.26,7.176,90.0
2009-11-18,Muntenia,B,"['Ceață', 'Innorări persistente']",46.83333333333334,1010.775,8.135,93.25
2009-11-19,Muntenia,B,['Aer cald'],44.16666666666666,1012.725,7.934999999999999,81.25
2009-11-20,Muntenia,B,['Ceata'],50.2,1014.25,8.7425,77.75
2009-11-21,Muntenia,B,"['Caniculă', 'Ceata']",88.6,1015.1,7.467499999999999,72.0
2009-11-22,Muntenia,B,"['Ceata', 'Ploaie']",106.4,1010.225,6.065,73.25
2009-11-23,Muntenia,B,"['Ploaie', 'Negură']",78.0,1004.075,6.9275,73.5
2009-11-24,Muntenia,B,['Ceata'],86.33333333333333,1004.325,6.98,75.25
2009-11-26,Muntenia,B,['Ploaie'],67.0,1006.52,7.592000000000001,77.6
2009-11-27,Muntenia,B,['Ceață'],114.0,1005.06,7.140000000000001,81.8
2009-11-28,Muntenia,B,['Ploaie'],114.4,1003.22,7.042,77.0
2009-03-12,Muntenia,B,"['Ger', 'Ploaie']",28.2,1000.62,8.126000000000001,95.0
2009-04-12,Muntenia,B,['Burniță'],31.0,999.74,5.202,98.6
2009-05-12,Muntenia,B,"['Ploaie', 'Burniță', 'Ploaie']",46.6,1002.44,5.65,98.0
2009-07-12,Muntenia,B,"['Burniță', 'Ceață', 'Lapoviță']",53.33333333333334,1008.06,5.452,81.6
2009-08-12,Muntenia,B,['Ploaie'],55.0,1007.84,5.092,89.2
2009-09-12,Muntenia,B,"['Nori', 'Ploaie', 'Lapoviță']",16.75,1005.88,3.702,95.4
2009-10-12,Muntenia,B,"['Ninsoare', 'Ninsoare']",15.42857142857143,1010.3,2.82,80.6
2009-11-12,Muntenia,B,"['Ninsori', 'Lapoviță', 'Fulger']",26.0,1006.38,2.47,71.8
2009-12-12,Muntenia,B,"['Ninsoare', 'Ninsoare']",18.28571428571428,1004.56,-0.476,65.8
2009-12-13,Muntenia,B,"['Ninsori', 'Ploi mixte cu lapoviță și polei', 'Ninsori']",19.42857142857143,1006.8,-1.244,68.6
2009-12-14,Muntenia,B,['Ninsori'],34.0,1009.52,-0.884,77.6
2009-12-15,Muntenia,B,"['Ninsoare', 'Ger']",23.14285714285714,1000.98,-2.034,94.6
2009-12-16,Muntenia,B,"['Ninsori', 'Maxime negative', 'Vreme închisă', 'Ninge']",16.14285714285714,995.2,-2.86,89.6
2009-12-17,Muntenia,B,"['Ninsori mai linistite', 'Atmosfera inchisa si rece', 'Fulguieli', 'Ninsori de-a lungul zilei', 'Ninsori locale']",35.0,994.96,-5.359999999999999,84.4
2009-12-18,Muntenia,B,"['Ninsoare', 'Viscol', 'Averse']",24.71428571428572,993.48,-8.328,93.8
2009-12-19,Muntenia,B,"['Fulger', 'Viscol', 'Ninsoare', 'Gero', 'Lapoviță']",53.28571428571428,995.18,-9.136,92.6
2009-12-20,Muntenia,B,"['Lapoviță', 'Ceată', 'Ninsori', 'Ger']",41.28571428571428,990.2,-5.602,91.0
2009-12-21,Muntenia,B,"['Fulger', 'Ger']",54.0,1006.44,-9.942,75.4
2009-12-22,Muntenia,B,['Ceată'],107.4,1006.94,-6.67,67.2
2009-12-23,Muntenia,B,"['Burniță', 'Ploaie', 'Ploaie', 'Ninsoare', 'Vânt puternic']",140.8,1000.28,-1.76,68.2
2009-12-24,Muntenia,B,"['Furtună', 'Caniculă', 'Ninge']",182.5714285714286,1001.46,1.282,69.4
2009-12-25,Muntenia,B,['Ploaie'],230.2857142857143,995.34,0.1940000000000001,70.8
2009-12-26,Muntenia,B,['Ploaie'],57.57142857142857,996.52,3.105,85.5
2009-12-28,Muntenia,B,"['Ploaie', 'Fulger', 'Ploi']",8.0,991.32,1.71,76.0
2009-12-29,Muntenia,B,"['Ploaie', 'Fulger']",24.57142857142857,998.2,1.335,79.75
2009-12-30,Muntenia,B,"['Ceață', 'Ploi']",76.28571428571429,997.8,0.6475,75.75
2010-03-01,Muntenia,B,['Viscol'],9.857142857142858,998.16,-1.175,97.25
2010-09-01,Muntenia,B,['Ploaie'],34.66666666666666,1000.06,6.25,74.0
2010-11-01,Muntenia,B,"['Lapoviță', 'Ninsoare']",24.0,996.36,4.8575,79.75
2010-12-01,Muntenia,B,"['Ninsoare', 'Fulgi', 'Ninsoare']",43.5,1001.52,1.655,84.75
2010-01-13,Muntenia,B,"['Ninsoare', 'Ninsori']",40.0,1002.04,1.805,83.25
2010-01-14,Muntenia,B,"['Fulgi de zăpadă', 'Ninsoare']",36.42857142857143,1003.98,-0.434,76.6
2010-01-15,Muntenia,B,"['Ninsori', 'Ninsoare']",45.0,1009.84,0.3179999999999999,73.8
2010-01-17,Muntenia,B,"['Ninsoare', 'Fulguieli', 'Ninsoare']",22.14285714285714,1017.9,-2.1,96.6
2010-01-18,Muntenia,B,['Ninsoare'],19.28571428571428,1012.22,-3.402,95.0
2010-01-20,Muntenia,B,['Ninsoare'],35.8,1007.34,-6.324,74.8
2010-01-21,Muntenia,B,"['Ger', 'Fulguială', 'Ninsori', 'Fulger']",47.4,1012.02,-8.344,62.2
2010-01-22,Muntenia,B,"['Ninsori slabe', 'Ger']",52.5,1014.76,-9.82,63.0
2010-01-25,Muntenia,B,"['Ger', 'Fulger', 'Ninsoare', 'Ceata']",67.5,1026.82,-15.092,51.6
2010-01-26,Muntenia,B,"['Ger', 'Ninsori', 'Ninsori']",90.375,1024.8,-14.11,51.8
2010-01-27,Muntenia,B,"['Ninsoare', 'Ninsori', 'Maxime negative']",128.75,1016.1,-12.018,61.0
2010-01-28,Muntenia,B,"['Lapoviță', 'Ninsoare']",84.875,997.84,-9.656,65.8
2010-01-29,Muntenia,B,"['Lapoviță', 'Polei']",75.28571428571429,990.1,-7.401999999999999,75.6
2010-01-30,Muntenia,B,"['Lapoviță', 'Ninsori', 'Ploaie', 'Polei', 'Lapoviță', 'Ceață']",106.2857142857143,990.3,-5.875999999999999,75.6
2010-01-31,Muntenia,B,['Ninsori'],55.85714285714285,986.62,-1.034,96.2
2010-01-02,Muntenia,B,"['Ger', 'Ninsori', 'Ploaie', 'Vânt puternic']",41.5,993.7,-1.784,93.4
2010-02-02,Muntenia,B,"['Fulger', 'Ninsoare']",39.0,1003.44,-4.587999999999999,70.6
2010-03-02,Muntenia,B,"['Fulguieli', 'Ninsoare', 'Vânt']",44.42857142857143,1006.3,-7.4475,62.25
2010-04-02,Muntenia,B,"['Fulgi de zăpadă', 'Ninsoare']",63.0,1009.95,-4.01,52.0
2010-05-02,Muntenia,B,"['Ninsoare', 'Ninsoare', 'Lapoviță', 'Polei']",73.875,1016.0,-5.9575,72.25
2010-06-02,Muntenia,B,"['Ninsori', 'Viscol']",32.0,1009.25,-4.355,90.0
2010-07-02,Muntenia,B,"['Ninsori', 'Ploi', 'Lapoviță']",15.125,1002.36,-5.072,90.2
2010-09-02,Muntenia,B,"['Mixt', 'Ploi']",40.75,999.5,-5.742,76.0
2010-11-02,Muntenia,B,"['Ploi', 'Ninsoare']",11.71428571428571,989.4,1.166,77.8
2010-12-02,Muntenia,B,"['Ploi', 'Lapoviță', 'Ninsori', 'Ninsori', 'Vânt']",15.25,994.92,1.226,73.2
2010-02-13,Muntenia,B,"['Ninsoare', 'Lapoviță']",15.125,990.3,1.444,76.2
2010-02-14,Muntenia,B,"['Ninsoare', 'Lapoviță']",45.25,997.6,0.774,66.2
2010-02-15,Muntenia,B,"['Ploaie', 'Ninsoare', 'Vânt puternic']",40.75,992.92,0.102,82.2
2010-02-17,Muntenia,B,['Ploaie'],37.28571428571428,997.48,-1.048,92.2
2010-02-18,Muntenia,B,"['Precipitații', 'Ploaie', 'Ninsoare']",28.75,994.86,1.35,81.8
2010-02-19,Muntenia,B,"['Ceata', 'Ploaie']",35.125,996.3,1.258,85.2
2010-02-20,Muntenia,B,"['Ploaie', 'Ninsoare', 'Ploi', 'Vânt']",50.625,984.32,6.034000000000001,74.8
2010-02-21,Muntenia,B,"['Ploi', 'Vânt moderat', 'Ploaie']",27.375,985.5599999999998,4.018000000000001,80.8
2010-02-22,Muntenia,B,['Ploaie'],33.625,1001.88,2.518,69.8
2010-02-23,Muntenia,B,['Ploaie'],77.875,997.52,4.089999999999999,62.4
2010-02-25,Muntenia,B,['Ploaie'],32.0,994.4199999999998,6.241999999999999,81.2
2010-02-26,Muntenia,B,['Ploaie'],36.375,997.5,5.632,81.2
2010-02-27,Muntenia,B,"['Ploi temporare', 'Ploi']",23.75,993.74,2.918,88.4
2010-01-03,Muntenia,B,"['Lapoviță', 'Ploaie']",32.0,997.98,6.81,84.4
2010-02-03,Muntenia,B,"['Innorari persistente', 'Ploaie', 'Ploaie', 'Lapoviță', 'Vânt puternic']",40.75,1000.88,8.846,57.4
2010-03-03,Muntenia,B,"['Ploaie', 'Lapoviță']",44.8,1006.42,6.709999999999999,44.4
2010-04-03,Muntenia,B,"['Lapoviță', 'Lapoviță']",26.15625,1000.46,3.5525,74.4
2010-05-03,Muntenia,B,"['Ninsori', 'Lapoviță', 'Ninsoare', 'Lapoviță']",17.5,995.74,0.7825,87.2
2010-06-03,Muntenia,B,"['Ninsoare', 'Viscol', 'Ger']",21.0,999.1,-0.3775,93.0
2010-08-03,Muntenia,B,"['Ninsori', 'Vant']",27.5,1011.46,-2.355,65.8
2010-09-03,Muntenia,B,"['Ninsori', 'Lapoviță', 'Vânt']",19.0,1009.44,-3.6775,58.4
2010-10-03,Muntenia,B,['Lapoviță'],40.0,1017.44,-2.48,50.8
2010-11-03,Muntenia,B,"['Lapoviță', 'Polei']",27.42857142857143,1005.46,-1.73,86.8
2010-12-03,Muntenia,B,['Lapoviță'],15.5,999.68,-0.145,79.2
2010-03-14,Muntenia,B,"['Lapoviță', 'Ninsori', 'Cer variabil']",25.28571428571428,1001.42,2.4775,69.0
2010-03-15,Muntenia,B,"['Vreme frumoasă', 'Vânt puternic']",18.5,999.24,3.4725,63.8
