Luna/Zi,region,County,phenomena,GRAV. 10 - PM 10_Valoare [µg/m³],MTX - Presiunea aerului_Valoare [mbar],MTX - Temperatura aer_Valoare [°C],MTX - Umiditate relativa_Valoare [%]
2018-11-24,Muntenia,B,"['Ploaie', 'Burniță', 'Ceată']",40.01666666666667,1014.433333333333,0.2866666666666666,95.33333333333331
2018-11-25,Muntenia,B,['Precipitații mixte'],28.71333333333333,1005.65,2.355,98.66666666666669
2018-11-26,Muntenia,B,"['Ploi', 'Ger', 'Ger']",26.55,993.5666666666668,3.381666666666667,97.83333333333331
2018-11-27,Muntenia,B,"['Ploi', 'Lapoviță', 'Ninsori', 'Vânt', 'Ninsori viscolite', 'Depunere de zapada', 'Gheata', 'Ger', 'Lapoviță', 'Ninsoare', 'Viscol']",15.72666666666667,997.4,3.598333333333333,90.5
2018-11-28,Muntenia,B,"['Ninsori', 'Viscol', 'Ger', 'Viscol']",9.593333333333334,1008.4,-0.7033333333333333,86.33333333333333
2018-11-29,Muntenia,B,"['Ger', 'Ger']",12.34333333333333,1023.55,-3.021666666666667,66.0
2018-11-30,Muntenia,B,"['Ger', 'Ger', 'Viscol']",22.80285714285714,1017.983333333333,-4.538333333333334,73.16666666666667
2018-02-12,Muntenia,B,"['Ceata', 'Ger', 'Ploaie']",61.18857142857143,1011.383333333333,-4.910000000000001,86.5
2018-03-12,Muntenia,B,"['Ceata', 'Ploi', 'Polei', 'Precipitații']",80.14399999999998,1007.1,-4.406666666666667,85.0
2018-04-12,Muntenia,B,"['Ploaie', 'Vânt', 'Polei', 'Ninsori']",76.138,1003.6,-4.173333333333333,87.16666666666667
2018-05-12,Muntenia,B,"['Ploaie', 'Lapoviță', 'Ninsoare', 'Polei']",69.58999999999999,1008.4,-1.781666666666667,94.0
2018-06-12,Muntenia,B,"['Ploaie', 'Polei']",33.86,1014.3,1.166666666666667,94.83333333333331
2018-07-12,Muntenia,B,"['Ploi', 'Lapoviță']",31.16428571428571,1010.483333333333,-1.025,96.16666666666669
2018-08-12,Muntenia,B,['Ploaie'],43.10428571428572,1000.866666666667,0.8200000000000002,89.5
2018-09-12,Muntenia,B,['Ploaie'],40.45428571428572,997.1333333333332,3.005,94.0
2018-10-12,Muntenia,B,"['Ploi', 'Lapoviță', 'Ninsori', 'Ninsoare', 'Ploaie', 'Lapoviță']",43.62428571428571,995.0333333333332,1.685,97.66666666666669
2018-11-12,Muntenia,B,['Lapoviță'],30.7025,1000.3,2.475,95.33333333333331
2018-12-12,Muntenia,B,"['Lapoviță', 'Ninsoare', 'Polei']",17.73125,1005.333333333333,1.478333333333333,97.5
2018-12-13,Muntenia,B,"['Ploaie', 'Lapoviță', 'Vânt', 'Polei']",37.1625,1007.383333333333,-0.3633333333333333,97.16666666666669
2018-12-14,Muntenia,B,"['Ninsori', 'Lapoviță', 'Ploaie', 'Polei', 'Precipitații mixte', 'Polei']",37.30875,1009.75,-0.995,91.33333333333331
2018-12-15,Muntenia,B,"['Ninsori', 'Ploi', 'Lapoviță', 'Ninsori', 'Ploi', 'Polei', 'Vânt puternic', 'Zăpadă topită']",15.71142857142857,1009.05,-0.315,98.5
2018-12-16,Muntenia,B,"['Ninsori', 'Lapoviță', 'Ploi']",9.315,1005.95,1.788333333333333,98.5
2018-12-17,Muntenia,B,"['Lapoviță', 'Polei', 'Ninsoare', 'Polei', 'Ploaie înghețată', 'Lapoviță', 'Ninsoare']",13.59166666666667,1009.2,0.0666666666666667,98.33333333333331
2018-12-18,Muntenia,B,"['Fulger', 'Viscol', 'Ninsori']",14.4875,1014.583333333333,-1.198333333333333,93.16666666666669
2018-12-19,Muntenia,B,"['Fulger', 'Ninsori', 'Ger', 'Ceata']",28.402,1016.933333333333,-1.731666666666667,93.66666666666669
2018-12-20,Muntenia,B,"['Ceata', 'Frig', 'Chiciură']",33.44857142857143,1016.883333333333,-2.991666666666667,96.16666666666669
2018-12-21,Muntenia,B,"['Ploaie', 'Lapoviță', 'Ninsoare', 'Ceată', 'Vânt', 'Ploaie', 'Polei']",25.62875,1014.366666666667,-2.95,97.33333333333331
2018-12-22,Muntenia,B,"['Ploaie', 'Polei', 'Ploaie', 'Lapoviță', 'Ninsoare']",24.2675,1006.233333333333,-0.425,91.83333333333331
2018-12-23,Muntenia,B,"['Ninsori', 'Ploi', 'Ninsoare', 'Ploaie', 'Depuneri de polei', 'Gheață']",20.35375,1004.8,5.453333333333333,84.5
2018-12-24,Muntenia,B,"['Ploi', 'Lapoviță', 'Inundație']",22.7675,998.4833333333336,4.726666666666667,87.33333333333333
2018-12-25,Muntenia,B,"['Vant puternic', 'Viscol']",12.63625,1007.45,2.263333333333334,71.16666666666667
2018-12-26,Muntenia,B,['Viscol'],17.07875,1011.133333333333,0.0416666666666666,78.83333333333333
2018-12-27,Muntenia,B,"['Ninsori', 'Vânt puternic', 'Ploi']",21.6825,1010.816666666667,2.156666666666667,83.83333333333333
2018-12-28,Muntenia,B,"['Ninsori', 'Lapoviță', 'Ploaie']",24.73,1008.316666666667,2.665,90.16666666666669
2018-12-29,Muntenia,B,"['Lapoviță', 'Ploaie']",24.78625,1008.533333333333,5.2,91.5
2018-12-30,Muntenia,B,"['Ceață', 'Ninsori', 'Polei']",32.95625,1010.9,2.441666666666667,94.83333333333331
2018-12-31,Muntenia,B,"['Ploaie', 'Ceață', 'Ninsoare', 'Ger']",43.4125,1011.416666666667,3.343333333333333,93.83333333333331
2019-02-01,Muntenia,B,"['Vijelie', 'Ger', 'Ninsoare']",30.468,999.6166666666668,1.071666666666667,88.66666666666667
2019-03-01,Muntenia,B,"['Ninsoare', 'Ger', 'Ploaie', 'Lapoviță', 'Vânt puternic']",26.53666666666667,1002.866666666667,0.4233333333333333,86.0
2019-04-01,Muntenia,B,"['Ger', 'Fulgi de zăpadă', 'Ger', 'Ninsoare', 'Ger']",16.55,1010.15,-0.7416666666666667,71.83333333333333
2019-08-01,Muntenia,B,"['Ninsori', 'Ape', 'Fulguieli', 'Ger']",33.25,1006.633333333333,-7.245,84.16666666666667
2019-09-01,Muntenia,B,"['Ger', 'Ninsoare', 'Ger', 'Ploaie înghețată', 'Precipitații mixte', 'Polei', 'Ninsori', 'Lapoviță', 'Polei', 'Vânt']",28.575,996.0833333333334,-2.393333333333333,76.66666666666667
2019-10-01,Muntenia,B,"['Ninsoare', 'Precipitații mixte', 'Polei', 'Lapoviță', 'Polei', 'Ninsori', 'Ninsori', 'Viscol', 'Zăpadă']",24.49125,995.0666666666668,-0.5333333333333332,96.5
2019-11-01,Muntenia,B,"['Fulgi de zăpadă', 'Ger']",34.6525,1001.483333333333,-1.158333333333333,95.0
2019-12-01,Muntenia,B,"['Ger', 'Ceata', 'Chiciură']",36.0375,1002.283333333333,-3.641666666666667,87.5
2019-01-13,Muntenia,B,"['Ger', 'Ninsori', 'Ger']",72.13000000000001,997.2,-6.583333333333333,88.83333333333333
2019-01-14,Muntenia,B,"['Ninsori', 'Lapoviță', 'Vânt puternic', 'Vânt puternic', 'Ploi mixte cu polei']",34.61375,985.75,-1.965,89.33333333333333
2019-01-15,Muntenia,B,"['Ninsori', 'Fulger', 'Caniculă', 'Inundație', 'Secetă']",15.2575,994.7666666666664,-1.588333333333333,93.0
2019-01-16,Muntenia,B,"['Burniță', 'Ceață', 'Vijelie']",15.31375,999.7,-1.021666666666667,81.83333333333333
2019-01-17,Muntenia,B,"['Burniță', 'Ninsoare slabă']",25.48,1004.15,1.488333333333333,82.66666666666667
2019-01-18,Muntenia,B,"['Burniță', 'Fulgi de zăpadă', 'Ploaie slabă']",44.56750000000001,1002.716666666667,2.155,78.5
2019-01-19,Muntenia,B,"['Lapoviță', 'Fulguieli', 'Vânt']",20.80375,1009.133333333333,1.498333333333333,81.16666666666667
2019-01-20,Muntenia,B,"['Ninsoare', 'Mixt', 'Ploi', 'Polei', 'Viscol']",19.8,1005.983333333333,0.7033333333333333,95.0
2019-01-21,Muntenia,B,"['Ninsori', 'Lapoviță', 'Ninsoare', 'Ploaie', 'Lapoviță', 'Vânt']",18.454,1008.133333333333,0.5599999999999999,89.83333333333333
2019-01-22,Muntenia,B,"['Ninsori', 'Lapoviță', 'Polei', 'Ninsoare', 'Ploaie', 'Lapoviță', 'Vânt puternic', 'Polei']",21.288,1005.666666666667,-0.95,88.66666666666667
2019-01-23,Muntenia,B,"['Ploaie', 'Lapoviță', 'Polei', 'Ploi', 'Intensificări ale vântului', 'Polei', 'Polei']",24.506,992.3,1.465,98.0
2019-01-24,Muntenia,B,"['Ploaie înghețată', 'Fracturi']",17.87142857142857,990.05,-0.3083333333333333,95.83333333333331
2019-01-25,Muntenia,B,"['Ploi', 'Burniță', 'Polei', 'Ploaie', 'Polei', 'Ploi']",20.50571428571428,996.2166666666668,-1.58,97.66666666666669
2019-01-26,Muntenia,B,"['Ploi', 'Polei', 'Depuneri de gheata', 'Ploaie', 'Lapovita', 'Ninsoare']",17.85857142857143,993.75,-0.3083333333333333,97.83333333333331
2019-01-27,Muntenia,B,"['Ceata', 'Ploaie', 'Polei', 'Cod galben']",48.24166666666667,995.7,-0.895,95.66666666666669
2019-01-28,Muntenia,B,"['Burniță', 'Ploi slabe', 'Precipitații slabe', 'Inundație', 'Precipitații']",46.08000000000001,993.0333333333334,-0.9666666666666668,97.83333333333331
2019-01-29,Muntenia,B,"['Ploi', 'Ceată']",60.34,993.7,0.7949999999999999,96.0
2019-01-30,Muntenia,B,"['Burniță', 'Ploaie', 'Ceată']",54.19,991.2,4.395,93.83333333333331
2019-01-31,Muntenia,B,"['Ploaie', 'Inundație']",33.33285714285714,991.4166666666666,4.0,97.5
2019-01-02,Muntenia,B,"['Negură', 'Burniță', 'Ploi', 'Caniculă']",29.42714285714286,999.9833333333332,4.77,89.83333333333333
2019-02-02,Muntenia,B,"['Ceată', 'Burniță']",56.57285714285714,1001.983333333333,5.725000000000001,84.83333333333333
2019-03-02,Muntenia,B,"['Vreme plăcută', 'Burniță', 'Ploaie', 'Caniculă']",56.40428571428571,1002.033333333333,7.466666666666666,87.83333333333333
2019-04-02,Muntenia,B,"['Ceata', 'Burniță', 'Inundație', 'Secetă', 'Ger', 'Caniculă']",54.16500000000001,1008.433333333333,10.315,81.0
2019-05-02,Muntenia,B,"['Burniță', 'Ploaie', 'Lapoviță']",23.99,1014.483333333333,5.143333333333334,86.33333333333333
2019-06-02,Muntenia,B,"['Ceata', 'Innorari', 'Ploi']",30.452,1011.733333333333,3.685,89.33333333333333
2019-07-02,Muntenia,B,['Lapoviță'],17.85,1013.416666666667,3.27,66.0
2019-08-02,Muntenia,B,['Ger'],42.95999999999999,1010.716666666667,1.655,83.33333333333333
2019-09-02,Muntenia,B,"['Ceată', 'Ploaie', 'Vânt']",31.69285714285714,1009.666666666667,2.481666666666666,73.16666666666667
2019-10-02,Muntenia,B,"['Ploaie', 'Lapoviță']",43.22833333333333,1007.683333333333,3.005,75.33333333333333
2019-11-02,Muntenia,B,"['Ploaie', 'Lapoviță', 'Ninsoare', 'Vânt', 'Ploi', 'Ninsori', 'Ciclon', 'Furtună', 'Viscol', 'Inundație']",82.13833333333334,997.4,5.916666666666667,74.33333333333333
2019-12-02,Muntenia,B,"['Ploaie', 'Ninsoare', 'Ploaie', 'Lapoviță', 'Ninsoare']",22.41142857142857,997.8833333333332,4.7,90.66666666666669
2019-02-13,Muntenia,B,"['Ger', 'Viscol']",8.05,1016.05,2.393333333333333,85.16666666666667
2019-02-14,Muntenia,B,['Lapoviță'],21.50142857142857,1016.216666666667,3.421666666666667,73.0
2019-02-16,Muntenia,B,"['Cer senin', 'Ceata']",24.09571428571429,1018.033333333333,4.983333333333334,75.5
2019-02-17,Muntenia,B,"['Ger', 'Secetă']",41.48428571428571,1014.033333333333,6.218333333333334,76.0
2019-02-18,Muntenia,B,"['Cer senin', 'Burniță']",68.565,1012.25,6.686666666666667,76.16666666666667
2019-02-19,Muntenia,B,"['Ploi', 'Lapoviță', 'Ninsori', 'Ger', 'Vânt puternic']",63.715,1009.95,7.056666666666668,76.83333333333333
2019-02-20,Muntenia,B,"['Ploaie', 'Lapoviță', 'Ninsoare', 'Vânt puternic', 'Ger']",48.666,1005.616666666667,8.518333333333333,71.16666666666667
2019-02-21,Muntenia,B,"['Ploaie', 'Ploi', 'Lapoviță', 'Ninsoare', 'Viscol', 'Gheață', 'Ger', 'Ger', 'Viscol', 'Zăpadă']",33.26714285714286,1011.233333333333,8.719999999999999,59.16666666666666
2019-02-22,Muntenia,B,"['Ploaie', 'Lapoviță', 'Ninsoare', 'Vânt puternic', 'Fulger', 'Viscol', 'Ninsori']",26.66428571428571,1006.433333333333,2.973333333333333,71.16666666666667
2019-02-23,Muntenia,B,"['Ger', 'Furtună', 'Vânt puternic', 'Ger', 'Furtună']",12.28285714285714,1022.733333333333,-2.663333333333334,52.83333333333334
2019-02-24,Muntenia,B,"['Ger', 'Fulgi']",19.44142857142857,1025.233333333333,-1.395,59.5
2019-02-25,Muntenia,B,"['Ger', 'Precipitații']",27.41142857142857,1020.9,0.395,63.0
2019-02-26,Muntenia,B,"['Lapoviță', 'Vânt intens']",38.68142857142858,1007.4,2.283333333333334,65.83333333333333
2019-02-27,Muntenia,B,"['Ploi', 'Lapoviță', 'Vânt puternic']",26.34285714285714,1006.966666666667,5.356666666666666,63.33333333333334
2019-02-28,Muntenia,B,"['Lapoviță', 'Vânt puternic']",27.83166666666666,999.1166666666668,7.755,57.5
2019-01-03,Muntenia,B,"['Ploaie', 'Lapoviță']",38.93125,993.0666666666668,11.05166666666666,44.83333333333334
2019-02-03,Muntenia,B,"['Lapoviță', 'Precipitații slabe']",30.74875,999.75,4.996666666666667,67.5
2019-03-03,Muntenia,B,['Precipitații slabe'],30.2975,1006.6,4.7,63.16666666666666
2019-05-03,Muntenia,B,"['Ploi', 'Vânt']",29.072,996.65,11.52833333333333,50.16666666666666
2019-06-03,Muntenia,B,['Ploaie'],24.21666666666667,1005.133333333333,10.63833333333333,51.5
2019-07-03,Muntenia,B,['Vreme frumoasă'],45.046,1009.283333333333,9.688333333333334,54.5
2019-08-03,Muntenia,B,"['Averse', 'Fenomene electrice']",72.54166666666667,1005.216666666667,14.31833333333333,49.0
2019-09-03,Muntenia,B,"['Ploaie', 'Vânt']",42.26166666666666,1005.683333333333,14.90166666666667,49.0
2019-10-03,Muntenia,B,"['Ploi', 'Vant activ', {'Vâlcea': ['Cod portocaliu de Inundație']}, 'Inundație']",24.66,1001.266666666667,14.185,48.0
2019-11-03,Muntenia,B,"['Ploi', 'Vânt puternic', 'Cod portocaliu', 'Cod galben', 'Ploaie', 'Ploaie', 'Ninsoare', 'Inundație', 'Incendii', 'Ninsoare']",21.205,996.8666666666668,14.46666666666667,43.33333333333334
2019-12-03,Muntenia,B,"['Ploaie', 'Lapoviță', 'Cer acoperit', 'Ploi consistente', 'Vant insistent', 'Maxime sub normalul acestei perioade', 'Frig']",12.19833333333333,1003.783333333333,5.111666666666667,86.66666666666667
2019-03-13,Muntenia,B,"['Ploi slabe', 'Lapoviță']",25.71,1006.883333333333,5.645,68.16666666666667
2019-03-14,Muntenia,B,['Ploaie'],25.962,1000.383333333333,6.976666666666667,65.83333333333333
2019-03-15,Muntenia,B,"['Ploaie', 'Vânt puternic', 'Viscol']",26.21666666666667,996.95,7.913333333333333,74.0
2019-03-16,Muntenia,B,"['Ploaie', 'Vânt', 'Vânt puternic']",19.20333333333333,996.58,9.992,58.4
2019-03-17,Muntenia,B,"['Cer senin', 'Ploi']",22.55,1002.36,12.812,57.6
2019-03-18,Muntenia,B,"['Vreme caldă', 'Ger', 'Inundație']",39.40666666666666,1000.5,16.156,54.6
2019-03-19,Muntenia,B,['Ploi'],28.514,1005.35,12.865,67.5
2019-03-20,Muntenia,B,['Ploi'],23.204,1015.016666666667,10.79,67.33333333333333
2019-03-21,Muntenia,B,['Ploaie'],22.28285714285714,1020.333333333333,9.86,61.5
2019-03-22,Muntenia,B,"['Caniculă', 'Incalzire globala']",31.89714285714286,1016.733333333333,11.20333333333333,61.66666666666666
2019-03-23,Muntenia,B,['Vânt puternic'],35.63571428571429,1012.583333333333,11.43833333333333,52.33333333333334
2019-03-24,Muntenia,B,['Ploi'],24.41428571428571,1009.416666666667,11.165,33.5
2019-03-25,Muntenia,B,['Ploi slabe'],39.84,999.0166666666668,14.345,37.83333333333334
2019-03-26,Muntenia,B,"['Ploi', 'Fulger']",25.82714285714286,1002.9,8.873333333333333,74.16666666666667
2019-03-27,Muntenia,B,"['Vânt', 'Ploi slabe']",16.87428571428572,1010.583333333333,9.078333333333331,60.16666666666666
2019-03-28,Muntenia,B,['Brumă'],24.77,1016.683333333333,7.756666666666668,43.83333333333334
2019-03-29,Muntenia,B,['Inundație'],24.52285714285714,1016.183333333333,8.418333333333331,51.83333333333334
2019-03-30,Muntenia,B,"['Vreme caldă', 'Cer senin']",30.94,1012.616666666667,10.50333333333333,54.16666666666666
2019-03-31,Muntenia,B,['Ploi'],44.13571428571429,1006.483333333333,12.93166666666667,55.0
2019-01-04,Muntenia,B,['Ploi slabe'],38.7625,1003.966666666667,14.60166666666667,51.0
2019-02-04,Muntenia,B,['Ploaie'],26.958,1010.783333333333,10.71,30.33333333333333
2019-03-04,Muntenia,B,['Vânt puternic'],37.61333333333334,1009.366666666667,8.895000000000001,42.0
2019-04-04,Muntenia,B,['Vânt'],25.57125,1005.566666666667,8.973333333333334,54.33333333333334
2019-05-04,Muntenia,B,['Vânt puternic'],27.2125,1002.65,10.09166666666667,66.83333333333333
2019-06-04,Muntenia,B,['Ploaie'],24.31125,1002.133333333333,10.1,69.16666666666667
2019-07-04,Muntenia,B,"['Averse', 'Vânt']",28.59,999.1666666666669,11.015,64.16666666666667
2019-08-04,Muntenia,B,"['Ploi', 'Ploaie', 'Racire']",32.01625,994.6,11.19666666666667,88.16666666666667
2019-09-04,Muntenia,B,"['Ploaie', 'Fulger', 'Trăsnet']",29.30625,992.2666666666668,12.48666666666667,79.16666666666667
2019-10-04,Muntenia,B,"['Ploaie', 'Vânt']",38.75875000000001,993.9,12.85333333333333,78.0
2019-11-04,Muntenia,B,"['Ploaie', 'Racire', 'Averse', 'Descarcari electrice', 'Ploaie', 'Fulger']",21.5275,995.7666666666664,11.3,96.33333333333331
2019-12-04,Muntenia,B,['Ploaie'],20.42142857142857,1000.25,11.29166666666667,88.66666666666667
2019-04-13,Muntenia,B,"['Ploi', 'Temperaturi scăzute', 'Inundație', 'Secetă', 'Inundație']",15.48142857142857,1002.166666666667,8.22,94.33333333333331
2019-04-14,Muntenia,B,['Ploaie'],12.22857142857143,1002.733333333333,9.51,83.0
2019-04-15,Muntenia,B,['Ploi'],21.42,1006.183333333333,9.543333333333337,66.66666666666667
2019-04-17,Muntenia,B,"['Ploi', 'Precipitații mixte']",20.675,1006.55,8.728333333333333,76.16666666666667
2019-04-18,Muntenia,B,['Ploaie'],18.37666666666667,1013.25,9.818333333333332,83.83333333333333
2019-04-19,Muntenia,B,"['Ploi', 'Fenomene electrice']",18.95,1012.883333333333,10.72666666666667,76.16666666666667
2019-04-20,Muntenia,B,['Ploaie'],24.38,1015.35,10.545,61.5
2019-04-21,Muntenia,B,"['Ploaie', 'Vânt']",28.60666666666667,1011.266666666667,12.03833333333333,60.66666666666666
2019-04-22,Muntenia,B,"['Ploi', 'Ploaie']",25.28833333333334,1010.15,12.07833333333333,60.33333333333334
2019-04-23,Muntenia,B,['Ploi'],22.31,1013.416666666667,11.20833333333333,54.16666666666666
2019-04-24,Muntenia,B,['Ploaie slabă'],19.11833333333333,1013.216666666667,13.21833333333333,67.16666666666667
2019-04-25,Muntenia,B,['Aversă'],26.04,1011.733333333333,14.68166666666666,68.33333333333333
2019-04-26,Muntenia,B,"['Ploi', 'Averse', 'Descărcări electrice', 'Ploaie', 'Ploi torentiale', 'Vijelie', 'Ploi', 'Tunete']",35.87333333333333,1007.55,17.33333333333333,61.66666666666666
2019-04-27,Muntenia,B,"['Averse', 'Descărcări electrice', 'Intensificări de scurtă durată ale vântului cu aspect de vijelie', 'Izolat grindină']",34.91666666666666,1001.216666666667,19.09833333333333,60.83333333333334
2019-04-28,Muntenia,B,['Inundație'],16.61666666666666,998.9,16.98,68.66666666666667
2019-04-30,Muntenia,B,"['Averse', 'Vânt puternic', 'Furtună']",23.448,995.1833333333332,16.3,73.16666666666667
2019-01-05,Muntenia,B,"['Vijelie', 'Grindină', 'Averse', 'Vijelie', 'Grindină', 'Fulger']",12.295,993.9,13.96,72.5
2019-02-05,Muntenia,B,"['Furtună', 'Ploaie', 'Grindină', 'Furtună', 'Averse']",19.425,996.1,16.665,68.0
2019-07-05,Muntenia,B,"['Tornadă', 'Furtună', 'Grindină', 'Vijelie', 'Ploaie', 'Ninsori', 'Vânt puternic', 'Inundații']",8.723333333333334,995.6166666666668,10.18333333333333,96.5
2019-08-05,Muntenia,B,"['Cod galben de vânt intens', 'Ploi slabe']",14.98333333333333,1003.216666666667,11.76666666666667,75.16666666666667
2019-09-05,Muntenia,B,"['Ploi', 'Averse']",20.55,999.7,14.51166666666666,64.16666666666667
2019-10-05,Muntenia,B,"['Ploaie', 'Fulger', 'Intensificări de vânt']",14.25625,996.0666666666668,13.18666666666667,91.5
2019-11-05,Muntenia,B,"['Furtună', 'Fulger', 'Ploaie']",19.555,1001.766666666667,15.28666666666667,82.16666666666667
2019-12-05,Muntenia,B,"['Ploaie', 'Inundație']",15.7775,1006.266666666667,18.075,69.0
2019-05-13,Muntenia,B,['Ploaie'],21.37875,1008.166666666667,16.79333333333333,73.16666666666667
2019-05-14,Muntenia,B,"['Averse', 'Averse', 'Descărcări electrice', 'Intensificări ale vântului', 'Averse', 'Descărcări electrice', 'Intensificări ale vântului']",23.98625,1004.816666666667,15.04833333333333,87.66666666666667
2019-05-15,Muntenia,B,"['Averse', 'Intensificări ale vântului', 'Vijelii', 'Cantități de apă', 'Furtună', 'Vijelie', 'Grindină', 'Inundație', 'Averse', 'Descărcări electrice', 'Intensificări ale vântului']",21.235,1000.55,16.055,90.66666666666669
2019-05-16,Muntenia,B,"['Ploaie', 'Fulger', 'Trăsnet', 'Vijelie']",18.8525,1000.2,16.39333333333333,89.5
2019-05-17,Muntenia,B,"['Ploaie', 'Furtună', 'Grindină', 'Fulger', 'Furtună', 'Vijelie', 'Inundație']",20.84875,1000.166666666667,16.91833333333333,92.33333333333331
2019-05-18,Muntenia,B,"['Ploi torentiale', 'Vijelie', 'Caderi de grindina', 'Fulger', 'Trăsnet', 'Furtună']",21.7825,997.4,19.7,78.5
2019-05-19,Muntenia,B,"['Averse torentiale', 'Descarcari electrice', 'Vijelie', 'Grindină', 'Ploaie']",25.41375,997.1666666666666,21.86666666666666,74.33333333333333
2019-05-20,Muntenia,B,"['Ploi', 'Averse', 'Grindină', 'Vijelie', 'Fulger', 'Trăsnet']",26.906,995.5833333333334,21.405,69.66666666666667
2019-05-21,Muntenia,B,"['Ploaie', 'Fulger', 'Tunet', 'Intensificări de vânt']",15.31,999.5,18.625,71.16666666666667
2019-05-22,Muntenia,B,"['Ploi', 'Fenomene electrice', 'Vânt puternic', 'Grindină', 'Inundație', 'Averse', 'Descărcări electrice', 'Vijelie', 'Grindină']",17.29666666666667,1000.35,18.91333333333334,68.5
2019-05-23,Muntenia,B,"['Averse', 'Caniculă']",18.80625,999.0,19.535,68.83333333333333
2019-05-24,Muntenia,B,"['Ploi', 'Tunete', 'Fulgere', 'Rabufniri de vânt']",18.88,997.15,17.09333333333333,83.0
2019-05-25,Muntenia,B,"['Ploaie', 'Fulger', 'Tunet', 'Vânt', 'Averse', 'Vijelii', 'Grindină', 'Averse', 'Fulger', 'Intensificări ale vântului', 'Averse', 'Grindină', 'Descărcări electrice', 'Intensificări ale vântului', 'Inundație', 'Avalanșă', 'Furtună', 'Grindină']",17.41625,999.0666666666666,18.47,81.66666666666667
2019-05-26,Muntenia,B,['Caniculă'],19.875,1003.566666666667,21.255,71.66666666666667
2019-05-27,Muntenia,B,"['Inundație', 'Grindină', 'Fulger', 'Trăsnet', 'Incendii', 'Caniculă', 'Furtună', 'Instabilitate atmosferică', 'Averse']",29.265,1003.8,22.61166666666666,69.33333333333333
2019-05-28,Muntenia,B,"['Inundație', 'Furtună', 'Grindină', 'Fulger', 'Trăsnet', 'Ploi torentiale', 'Descarcări electrice', 'Vijelii', 'Grindină']",25.9275,999.2166666666668,22.10333333333334,67.5
2019-05-29,Muntenia,B,"['Ploaie', 'Vijelie', 'Grindină', 'Grindină', 'Vijelie', 'Averse torențiale', 'Descărcări electrice', 'Vijelie', 'Grindină']",30.0075,998.4333333333334,22.59,73.33333333333333
2019-05-30,Muntenia,B,"['Averse', 'Ploi torentiale', 'Averse', 'Descărcări electrice', 'Intensificări ale vântului', 'Vijelie', 'Grindină']",16.2225,1004.0,22.67166666666667,74.5
2019-05-31,Muntenia,B,"['Averse', 'Descărcări electrice', 'Intensificări ale vântului', 'Vijelie', 'Posibil grindină', 'Inundație', 'Descărcări electrice', 'Averse', 'Grindină', 'Ploi torentiale', 'Vijelii', 'Grindină']",19.34125,1005.666666666667,20.62833333333333,82.0
2019-01-06,Muntenia,B,"['Ploaie', 'Instabilitate', 'Inundație', 'Avalanșă', 'Averse', 'Descărcări electrice', 'Intensificări ale vântului', 'Inundație']",17.0725,1004.9,19.955,85.5
2019-02-06,Muntenia,B,"['Inundație', 'Secetă', 'Furtună', 'Fulger', 'Trăsnet', 'Vijelie', 'Grindină', 'Avalanșă', 'Avalanșă', 'Inundație', 'Furtună', 'Vijelie', 'Grindină', 'Inundație']",19.23375,1004.133333333333,21.565,78.33333333333333
2019-03-06,Muntenia,B,"['Furtună', 'Grindină', 'Vijelie', 'Ploi torentiale', 'Averse', 'Descărcări electrice', 'Intensificări ale vântului', 'Vijelii', 'Grindină', 'Averse']",21.528,1001.516666666667,20.64,86.33333333333333
2019-04-06,Muntenia,B,"['Averse', 'Descărcări electrice', 'Intensificări ale vântului', 'Vijelii', 'Grindină', 'Vijelie', 'Grindină', 'Inundație', 'Avalanșă', 'Furtună', 'Grindină', 'Fulger']",28.508,1001.15,18.65,90.66666666666669
2019-05-06,Muntenia,B,"['Ploaie', 'Averse', 'Descărcări electrice', 'Intensificări de scurtă durată ale vântului', 'Averse torentiale', 'Descarcari electrice', 'Ploi torențiale', 'Vijelie', 'Grindină', 'Caniculă']",34.02666666666666,1001.416666666667,20.685,81.66666666666667
2019-06-06,Muntenia,B,"['Ploaie', 'Instabilitate', 'Averse', 'Descărcări electrice', 'Intensificări ale vântului', 'Vijelii', 'Căderi de grindină']",29.11875,1002.883333333333,22.27166666666666,80.33333333333333
2019-07-06,Muntenia,B,"['Furtună', 'Ciclon', 'Uragan', 'Tornadă', 'Vijelie', 'Grindină', 'Inundație', 'Secetă', 'Fulger', 'Trăsnet', 'Furtună', 'Grindină', 'Vijelie', 'Averse']",31.46125,1005.383333333333,23.83,76.83333333333333
2019-08-06,Muntenia,B,"['Inundație', 'Vijelie', 'Furtună', 'Grindină', 'Fulger', 'Trăsnet', 'Averse', 'Descărcări electrice', 'Intensificări ale vântului', 'Vijelii', 'Grindină']",24.9375,1005.9,24.79166666666667,76.16666666666667
2019-09-06,Muntenia,B,"['Inundație', 'Averse torentiale', 'Intensificari ale vantului', 'Vijelii', 'Grindina', 'Frecvente descarcari electrice']",30.1325,1007.783333333333,24.69666666666667,70.33333333333333
2019-10-06,Muntenia,B,"['Ploi torentiale', 'Vijelie', 'Caniculă', 'Averse', 'Descărcări electrice', 'Intensificări ale vântului', 'Vijelii', 'Grindină', 'Furtună', 'Grindină', 'Descărcări electrice', 'Grindină']",28.47625,1004.65,23.54833333333333,76.16666666666667
